"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"1";2,263;90,031;3,765;0,025;0,871;0,011;0,231;0,872;0;0,171;1,76;0;0;0
"2";89,408;3,316;0,828;0,085;2,141;0;0,842;1,632;0;0,946;0,802;0;0;0
"3";25,749;10,893;4,392;0;9,197;0,688;1,61;39,515;0;2,413;5,544;0;0;0
"4";86,549;3,838;3,548;0,092;1,595;0,01;1,731;0,592;0;0,643;1,402;0;0;0
"5";22,238;6,798;5,455;0,204;55,36;0,085;4,986;1,522;0;0,806;2,546;0;0;0
"6";30,907;32,726;4,347;0,859;3,061;0,141;3,84;3,308;0;14,926;5,885;0;0;0
"7";16,809;3,188;1,043;0,219;5,124;0;0,485;1,399;0;68,949;2,785;0;0;0
"8";22,465;5,357;1,313;4,617;5,911;0,023;2,181;26,795;0;15,52;15,816;0;0;0
"9";33,696;16,498;7,369;1,058;13,781;0,325;6,834;8,858;0;2,958;8,623;0;0;0
"10";7,313;82,498;2,752;0,207;1,527;0,022;1,284;2,21;0;0,917;1,27;0;0;0
"11";77,335;3,302;1,309;0,32;9,132;0,06;0,965;5,709;0;0,54;1,329;0;0;0
"12";16,787;11,288;35,431;1,185;5,786;0,745;6,902;18,271;0;0,601;3,005;0;0;0
"13";59,069;17,114;1,142;0;4,968;0,131;0,798;13,378;0;1,826;1,573;0;0;0
"14";22,244;63,509;2,012;0,202;2,766;0,079;2,924;1,611;0;1,014;3,639;0;0;0
"15";30,157;43,577;7,939;2,212;2,721;0,073;3,864;5,497;0;1,813;2,148;0;0;0
"16";63,689;11,404;4,467;0,451;3,858;0,202;1,534;3,412;0;1,837;9,146;0;0;0
"17";37,562;21,329;14,059;0,48;3,749;0,121;8,888;10,036;0;1,494;2,282;0;0;0
"18";78,82;8,21;1,931;0,317;4,131;0,048;2,162;1,796;0;0,532;2,052;0;0;0
"19";53,404;9,82;11,19;0,367;11,208;0,096;2,502;7,446;0;1,487;2,481;0;0;0
"20";38,571;16,045;6,743;0,17;16,771;1,397;10,651;5,156;0;3;1,497;0;0;0
"21";20,864;63,977;1,414;0,079;5,294;0,188;2,643;1,844;0;0,626;3,07;0;0;0
"22";19,857;48,717;18,823;0,856;3,735;0,483;0,99;5,228;0;0,498;0,811;0;0;0
"23";36,281;37,314;2,415;0;2,95;0,039;2,742;3,964;0;1,932;12,362;0;0;0
"24";98,636;0,528;0,254;0,008;0,093;0;0,18;0,13;0;0,052;0,12;0;0;0
"25";17,38;18,337;34,428;0;8,6;0,185;1,504;4,617;0;3,241;11,708;0;0;0
"26";60,924;23,592;3,71;0,21;2,249;0;2,432;3,726;0;1,962;1,195;0;0;0
"27";22,605;32,358;13,778;0,618;6,696;0,037;3,313;4,138;0;0,573;15,884;0;0;0
"28";21,583;13,877;5,759;0,081;36,669;0,229;2,155;14,9;0;2,076;2,67;0;0;0
"29";4,628;88,225;1,352;0,82;2,016;0,028;0,999;0,885;0;0,642;0,404;0;0;0
"30";30,329;12,988;1,86;1,374;12,19;0,058;4,086;4,635;0;2,641;29,839;0;0;0
"31";18,792;52,85;8,257;5,759;1,636;0,086;1,062;9,777;0;0,79;0,99;0;0;0
"32";56,615;27,37;6,749;0;4,925;0,233;0,817;1,351;0;1,121;0,819;0;0;0
"33";85,307;5,404;3,687;0,26;2,207;0,015;1,308;0,564;0;0,74;0,509;0;0;0
"34";4,564;4,914;50,208;0,258;33,123;3,901;0,552;1,274;0;0,203;1,002;0;0;0
"35";10,884;6,704;32,221;0,418;42,202;0,026;1,698;3,107;0;0,33;2,41;0;0;0
"36";36,911;8,25;2,312;0,579;2,532;0,025;5,591;11,703;0;7,498;24,6;0;0;0
"37";32,237;26,824;3,807;1,086;12,134;0;2,368;4,705;0;6,101;10,738;0;0;0
"38";57,043;5,679;3,342;0,661;19,123;0,022;1,003;9,997;0;0,755;2,375;0;0;0
"39";74,58;10,95;2,874;0,625;2,892;0,131;3,212;2,716;0;1,197;0,822;0;0;0
"40";40,276;11,237;6,31;0,269;5,684;0,295;8,921;3,574;0;1,773;21,66;0;0;0
"41";14,868;2,841;57,67;0,288;4,633;0,298;1,456;14,132;0;1,648;2,165;0;0;0
"42";88,967;7,146;0,572;0,077;1,065;0,059;1,2;0,433;0;0,103;0,378;0;0;0
"43";39,223;13,12;2,06;0,331;3,16;0;1,931;2,23;0;34,168;3,776;0;0;0
"44";93,216;2,232;1,198;0,038;1,117;0,003;0,6;1,167;0;0,148;0,28;0;0;0
"45";24,572;16,665;16,902;0,197;16,399;1,027;1,935;2,589;0;17,073;2,641;0;0;0
"46";64,949;4,893;6,605;1,196;3,203;0,035;3,27;9,519;0;2,869;3,463;0;0;0
"47";83,941;4,21;2,668;0,134;1,568;0,216;1,588;1,097;0;2,279;2,3;0;0;0
"48";43,488;40,647;3,78;0;2,722;0,014;1,688;3,39;0;0,787;3,484;0;0;0
"49";57,201;10,429;1,522;0;5,707;0,098;0,367;19,19;0;4,421;1,065;0;0;0
"50";47,62;11,598;3,156;3,719;14,318;0,212;5,139;10,033;0;1,36;2,845;0;0;0
"51";88,437;1,143;0,771;0,147;8,592;0;0,148;0,208;0;0,275;0,278;0;0;0
"52";60,716;14,223;1,442;0,107;3,667;0,329;3,236;7,341;0;0,468;8,471;0;0;0
"53";30,812;25,243;5,728;0,657;8,59;0,042;5,905;17,983;0;1,38;3,662;0;0;0
"54";21,337;4,434;37,039;0,25;2,596;0,247;28,256;4,378;0;0,243;1,219;0;0;0
"55";66,46;5,003;0,35;0,082;0,558;0,009;0,562;0,556;0;2,886;23,534;0;0;0
"56";30,068;11,864;20,574;0,891;2,134;0,153;3,693;2,983;0;18,791;8,849;0;0;0
