"Pollen.file";"Parameter.file";"Distance.weighting";"Basin.type";"pollen.Ash.meansim";"pollen.Beech.meansim";"pollen.Birch.meansim";"pollen.Hemlock.meansim";"pollen.Hickory.meansim";"pollen.Maple.meansim";"pollen.Oak.meansim";"pollen.Other_conifer.meansim";"pollen.Other_hardwood.meansim";"pollen.Pine.meansim";"pollen.Spruce.meansim";"pollen.Ash.sdsim";"pollen.Beech.sdsim";"pollen.Birch.sdsim";"pollen.Hemlock.sdsim";"pollen.Hickory.sdsim";"pollen.Maple.sdsim";"pollen.Oak.sdsim";"pollen.Other_conifer.sdsim";"pollen.Other_hardwood.sdsim";"pollen.Pine.sdsim";"pollen.Spruce.sdsim"
"data/reveals_input.csv";"data/reveals_input_params.csv";"gpm neutral";"lake";0,943261;33,262608;10,297881;19,989221;1,195524;4,952274;17,472556;0;1,104313;3,541368;7,24099;3,16117763577499;20,8249764606571;12,3494224489107;17,452108480197;4,23162212741795;9,10085582512291;15,8833971801011;0;2,81805345412419;6,59488894559876;11,1228961522939
