"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"86";24,358;9,547;1,361;0,139;0,474;0,042;2,713;1,932;55,085;0,875;3,346;0;0,128;0
"87";68,759;6,843;1,556;0,208;1,17;0,164;5,921;1,653;0;5,278;8,372;0;0,075;0
"88";42,561;31,93;0,375;0,328;0,58;0,063;2,89;1,332;0;14,783;5,123;0;0,034;0
"89";68,981;4,529;0,157;0,137;0,244;0,024;0,963;0,287;22,863;0,928;0,848;0;0,038;0
"90";9,31;24,723;13,299;0,796;1,665;0,033;0,997;22,025;24,383;0,432;2,318;0;0,019;0
"91";40,26;12,396;0,574;0,748;7,779;0,109;14,566;7,654;0;2,269;10,098;0;3,546;0
"92";78,784;2,751;0,11;0,231;0,248;0,052;0,737;0,477;15,091;0,654;0,866;0;0;0
"93";48,854;22,29;1,554;0,056;0,538;0,91;3,483;11,731;0;6,12;1,707;0;2,758;0
"94";29,195;6,495;0,138;0,692;2,672;0,427;1,973;2,809;42,307;11,494;1,606;0;0,192;0
"95";26,921;5,297;0,532;0,314;1,2;0,082;5,081;4,901;44,698;4,892;5,821;0;0,259;0
"96";26,659;4,338;1,771;0,075;1,902;0,006;1,277;3,63;54,305;1,408;4,212;0;0,419;0
"97";50,807;1,551;0,056;0;0,764;0,018;0,389;0,738;40,295;2,794;1,552;0;1,036;0
"98";13,442;2,456;0,095;0,203;0,312;48,544;2,14;0,559;30,66;0,53;0,999;0;0,06;0
"99";0,808;0,469;0,078;0,016;0,12;0,128;0,212;0,201;0;0,173;97,737;0;0,057;0
"100";25,246;19,582;0,224;1,348;0,962;0,122;2,081;2,735;40,827;1,244;5,557;0;0,073;0
"101";87,81;3,137;2,391;0,083;0,155;0,004;0,338;0,454;5,132;0,292;0,129;0;0,075;0
"102";60,305;9,545;1,705;0,729;1,098;0,723;4,82;2,554;0;14,997;2,685;0;0,84;0
"103";35,283;21,808;1,144;0,191;4,065;0,142;3,456;1,695;0;28,471;3,567;0;0,178;0
"104";76,693;2,269;0,134;0,052;0,293;0,018;0,572;0,862;18,397;0,233;0,459;0;0,018;0
"105";54,648;19,081;0,115;0,465;0,143;0,011;0,875;0,998;22,633;0,303;0,689;0;0,039;0
"106";24,774;8,671;0,218;1,292;0,492;0,05;1,843;0,857;58,453;1,102;2,151;0;0,098;0
"107";6,294;5,299;12,44;0,277;1,236;0,016;1,89;9,159;58,642;3,616;1,061;0;0,07;0
"108";34,981;34,142;2,302;7,265;1,089;1,092;9,385;3,289;0;2,555;3,669;0;0,23;0
"109";67,417;26,88;0,758;0,027;0,718;0,014;1,509;0,788;0;0,663;1,198;0;0,029;0
"110";27,484;8,945;0,699;0,812;0,451;0,081;1,203;1,5;55,81;1,087;1,83;0;0,097;0
"111";39,451;9,172;15,809;0,095;1,173;0,357;8,245;8,426;0;13,798;2,601;0;0,872;0
"112";20,324;5,486;0,318;0,418;0,251;0,213;1,304;1,135;27,347;42,386;0,637;0;0,182;0
"113";14,648;34,052;0,453;0,129;1,156;0,278;5,043;1,965;36,718;0,977;3,776;0;0,805;0
"114";10,312;4,237;0,381;0,258;81,845;0,04;0,997;0,724;0;0,509;0,683;0;0,014;0
"115";1,459;72,501;0,025;0,026;0,069;0,017;0,134;9,318;15,974;0,127;0,342;0;0,007;0
"116";29,136;9,237;3,416;0,065;2,208;5,52;4,553;2,303;38,627;0,871;3,984;0;0,081;0
"117";48,427;20,368;0,377;0;8,412;0,761;13,896;4,459;0;1,091;2,115;0;0,094;0
"118";33,925;16,354;0,321;2,05;0,861;0,04;2,107;4,893;35,108;2,857;1,379;0;0,105;0
"119";72,139;1,348;0,096;0,038;0,308;0,063;1,277;1,669;16,033;6,626;0,367;0;0,036;0
"120";12,756;3,129;0,281;0,253;1,207;0,252;0,745;80,211;0;0,21;0,722;0;0,234;0
"121";19,722;5,508;0,84;0,068;0,794;0,019;0,804;0,98;26,218;2,845;41,805;0;0,396;0
"122";46,075;3,242;0,442;0,144;1,158;0,039;2,912;1,804;23,855;2,017;18,041;0;0,272;0
"123";48,698;25,609;0,781;0,927;1,023;3,771;4,245;3,314;0;2,587;8,509;0;0,538;0
"124";40,638;3,42;36,595;0,108;1,293;0,059;2,491;1,799;0;12,755;0,724;0;0,117;0
"125";9,128;26,16;1,221;0,249;0,754;0,07;2,914;3,243;52,339;1,483;2,357;0;0,085;0
"126";5,941;3,658;2,703;0,313;0,402;0,021;0,97;0,525;60,11;1,903;22,692;0;0,763;0
"127";16,987;28,207;3,683;0,057;0,665;0,172;2,779;1,435;42,817;1,437;1,613;0;0,149;0
"128";23,128;12,672;0,894;0,624;0,75;0,017;2,029;3,161;50,526;0,983;5,133;0;0,083;0
"129";45,616;23,514;5,726;0,741;1,241;0,055;9,874;2,786;0;3,507;6,433;0;0,508;0
"130";26,953;27,592;1,257;0;19,044;0,176;11,109;4,315;0;2,762;6,657;0;0,134;0
"131";30,993;28,122;0,728;2,154;2,162;0,542;2,81;4,532;0;23,383;4,302;0;0,272;0
"132";43,233;4,743;0,27;0,189;1,186;0,114;1,599;2,432;32,751;10,974;2,336;0;0,173;0
"133";20,412;10,214;19,38;0,309;1,275;0,605;3,517;1,064;39,785;0,611;2,784;0;0,044;0
"134";7,046;4,023;0,236;0,125;0,674;0,158;37,87;1,221;42,956;3,337;1,993;0;0,359;0
"135";23,236;17,79;1,19;0,338;1,068;0,081;4,189;1,762;43,447;3,993;2,616;0;0,291;0
"136";14,459;13,119;0,434;0,075;1,17;0,092;1,669;1,629;0;54,317;3,27;0;9,766;0
"137";9,16;10,811;10,859;0,405;2,856;0,213;1,868;4,092;50,037;7,449;2,223;0;0,029;0
"138";52,246;15,186;1,693;0,356;7,984;0,073;11,811;3,532;0;3,126;3,566;0;0,427;0
"139";22,953;9,784;2,471;0,292;1,115;0,317;2,657;4,406;45,786;2,673;7,249;0;0,298;0
"140";29,118;48,753;1,218;0,575;1,744;0,733;3,258;4,874;0;5,636;3,023;0;1,069;0
"141";18,97;49,504;0,227;0,457;4,572;0,055;1,419;1,698;17,457;1,273;3,612;0;0,757;0
"142";41,043;12,516;0,233;1,476;0,496;0,079;2,76;1,892;28,306;9,255;1,866;0;0,077;0
"143";10,517;26,555;12,724;0,565;1,274;0,069;6,457;2,069;28,162;1,663;9,767;0;0,178;0
"144";26,889;38,513;0,521;0;1,41;0,115;6,939;17,559;0;3,283;4,451;0;0,319;0
"145";8,23;3,678;0,678;0,149;1,219;0,064;1,853;18,949;62,871;0,345;1,885;0;0,078;0
"146";13,719;72,844;0,183;0;0,704;0,066;1,777;3,367;0;6,041;0,975;0;0,324;0
"147";38,637;8,051;0,154;0,26;2,441;0,033;0,643;20,851;20,553;0,843;7,471;0;0,064;0
"148";23,651;16,379;0,92;0,804;0,788;3,736;1,641;2,01;40,597;7,047;2,334;0;0,093;0
"149";25,546;42,282;1,237;0,364;2,24;0,015;4,82;5,247;0;11,776;6,283;0;0,19;0
"150";31,049;3,367;0,115;0,079;1,029;0,049;1,068;13,597;35,966;8,093;5,519;0;0,068;0
"151";6,049;59,359;0,207;0,333;1,889;0,047;0,801;3,105;19,306;5,094;3,655;0;0,154;0
"152";36,807;3,34;1,79;0;0,187;0,061;1,262;19,749;34,877;0,755;1,017;0;0,156;0
"153";63,297;4,539;0,272;0,094;0,378;0;6,252;0,833;18,155;2,816;3,1;0;0,266;0
"154";33,62;9,726;0,818;1,076;0,461;0,408;4,772;1,702;42,359;2,75;1,602;0;0,705;0
"155";25,305;28,224;0,517;0,34;0,391;0,037;1,476;4,819;35,314;0,889;2,397;0;0,29;0
"156";16,619;2,708;0,655;0,039;68,213;0,015;0,483;0,772;9,361;0,184;0,743;0;0,209;0
"157";21,36;4,627;0,131;0,082;0,429;0,014;1,242;2,067;53,596;8,81;7,618;0;0,025;0
"158";14,292;6,08;22,12;2,304;0,69;0,093;1,51;0,761;40,254;6,907;4,762;0;0,226;0
