"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"1";27,836;7,989;0,261;2,518;1,355;1,519;2,272;27,811;0;9,727;14,674;0;4,037;0
"2";15,556;4,001;0,092;1,125;1,12;7,122;1,976;60,248;0;3,239;5,37;0;0,151;0
"3";49,025;9,225;0,122;2,046;1,497;2,337;3,761;17,917;0;11,139;2,931;0;0;0
"4";21,339;14,422;0,081;0,861;0,566;1,694;1,698;36,583;0;7,026;14,65;0;1,08;0
"5";7,916;3,748;0,094;0,731;1,695;0,437;1,192;73,77;0;1,275;3,775;0;5,368;0
"6";41,552;0,818;0,179;1,637;2,665;15,248;1,348;28,785;0;2,123;5,515;0;0,13;0
"7";66,298;5,805;0,044;0,64;0,345;6,802;2,228;10,804;0;3,316;3,192;0;0,526;0
"8";52,58;3,804;0,193;3,238;0,624;1,067;1,229;23,053;0;2,786;10,256;0;1,17;0
"9";22,685;3,923;0,07;8,619;1,759;1,674;0,945;28,948;0;0,76;10,924;0;19,694;0
"10";37,422;5,557;0,306;1,881;0,317;2,745;3,456;42,326;0;1,422;4,326;0;0,24;0
"11";3,281;1,07;0;1,033;0,498;2,674;0,527;3,008;0;86,584;1,222;0;0,103;0
"12";27,442;9,087;0,094;3,38;1,03;4,4;17,553;15,483;0;3,419;17,239;0;0,874;0
"13";55,854;2,589;0,052;1,534;5,291;2,535;2,304;20,19;0;6,255;3,054;0;0,342;0
"14";67,637;0,657;0,026;0,544;18,502;0,089;0,141;1,827;0;0,404;10,122;0;0,051;0
"15";3,418;2,075;0,091;0,492;0,173;1,03;0,546;4,622;0;86,58;0,815;0;0,159;0
"16";48,516;6,952;0,078;0,568;1,631;4,085;5,922;12,269;0;1,15;17,287;0;1,541;0
"17";17,553;6,773;0,074;5,265;4,495;10,776;16,407;23,218;0;9,716;5,252;0;0,471;0
"18";80,646;1,037;0,866;1,552;2,79;0,358;0,52;6,342;0;2,661;2,877;0;0,35;0
"19";59,521;2,518;1,097;1,909;1,587;5,365;2,477;16,801;0;2,404;5,057;0;1,265;0
"20";36,006;1,27;0;1,678;0,915;1,289;1,729;52,876;0;2,473;1,727;0;0,037;0
"21";25,109;5,1;0;1,659;8,363;8,017;3,023;33,661;0;1,71;13,048;0;0,309;0
"22";12,111;8,185;0,257;2,443;1,959;1,549;47,558;15,944;0;2,992;6,557;0;0,446;0
"23";8,219;3,39;0,068;3,935;0,979;1,705;1,447;69,806;0;2,451;7,804;0;0,197;0
"24";19,032;17,433;0,327;17,502;0,943;0,696;2,751;19,525;0;15,423;5,825;0;0,543;0
"25";6,462;2,437;0;3,366;0,86;46,292;0,707;34,623;0;0,52;4,37;0;0,362;0
"26";26,888;4,339;0,048;2,222;1,904;13,06;0,914;31,248;0;2,279;3,153;0;13,945;0
"27";23,49;14,66;0,612;12,676;2,332;2,211;2,654;16,15;0;19,253;5,658;0;0,304;0
"28";12,464;1,955;0,112;4,006;1,266;0,577;18,887;46,004;0;0,452;13,897;0;0,38;0
"29";33,939;4,807;0,025;3,47;0,776;0,772;2,41;37,095;0;2,304;14,273;0;0,13;0
"30";17,123;2,168;0,058;0,31;0,335;0,864;0,44;73,613;0;1,451;3,129;0;0,507;0
"31";12,795;0,587;0;1,432;0,412;0,446;0,447;2,515;0;79,929;1,381;0;0,054;0
"32";8,519;23,489;0,047;1,179;0,371;49,647;2,338;6,351;0;1,384;5,109;0;1,567;0
"33";8,514;3,597;0,025;12,72;1,291;1,183;3,758;53,896;0;11,363;3,533;0;0,119;0
"34";50,518;3,281;0,046;0,85;0,963;4,341;1,111;26,377;0;3,626;8,778;0;0,109;0
"35";35,43;6,474;0,362;7,514;2,765;7,953;12,902;16,863;0;1,78;7,306;0;0,651;0
"36";20,797;32,932;0,078;14,053;0,97;1,043;0,987;21,73;0;1,961;5,142;0;0,306;0
"37";13,533;8,145;0,128;2,839;0,897;0,782;0,865;57,961;0;5,745;8,372;0;0,732;0
"38";10,354;4,632;0;1,165;0,639;28,006;2,411;48,009;0;0,964;3,556;0;0,264;0
"39";93,121;0,843;0,033;0,279;1,501;0,117;0,3;3,082;0;0,087;0,591;0;0,045;0
"40";24,267;19,006;0,287;4,788;0,814;2,272;4,583;17,784;0;4,966;10,295;0;10,938;0
"41";8,524;3,757;0,517;17,49;0,544;0,972;1,395;36,858;0;23,989;5,851;0;0,104;0
