"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"307";0,056;23,857;4,899;13,916;0,725;13,129;39,167;0;0,576;0,764;2,912
"308";0,073;62,551;4,009;15,74;0,252;5,966;3,231;0;0,68;1,154;6,344
"309";0,064;80,156;3,307;7,722;0,337;0,437;4,853;0;0,336;0,79;1,997
"310";2,919;50,099;3,829;13,449;0,972;4,69;12,333;0;0,364;2,519;8,825
"311";0,302;17,331;3,516;44,506;0,191;1,606;25,018;0;0,724;0,866;5,94
"312";0,393;27,484;4,677;16,221;0,213;3,547;38,304;0;0,308;1,479;7,374
"313";2,594;30,807;17,15;27,062;0,273;2,255;11,541;0;0,391;3,081;4,845
"314";0,635;30,878;7,97;18,68;3,083;1,457;29,157;0;0,562;4,251;3,328
"315";1,193;33,869;14,333;19,999;10,39;1,388;8,132;0;1,826;6,563;2,306
"316";0,574;42,526;11,285;12,138;2,852;1,827;16,843;0;0,244;4,693;7,016
"317";0,208;31,955;12,16;13,513;0,183;1,386;4,824;0;0,356;1,942;33,474
"318";0,092;22,781;6,397;14,59;0,171;0,749;4,423;0;0,12;46,905;3,773
"319";0,314;8,36;70,084;6,09;0,218;1,627;5,898;0;1,182;1,141;5,085
"320";1,683;14,545;3,565;11,875;0,199;1,487;9,239;0;0,226;55,589;1,593
"321";0,99;60,618;5,344;13,671;0,324;2,184;8,485;0;0,208;1,627;6,549
"322";0,274;13,799;12,754;8,817;2,759;2,258;41,501;0;0,703;5,688;11,447
"323";0,402;60,914;6,554;14,665;0,406;2,07;6,756;0;0,43;0,528;7,274
"324";0,359;47,766;6,307;14,375;0,616;1,555;13,283;0;1,128;3,911;10,7
"325";1,295;25,685;6,738;38,196;0,305;5,489;15,635;0;0,304;1,135;5,218
"326";2,192;26,359;7,048;30,939;1,533;1,472;13,36;0;0,43;1,442;15,227
"327";0,13;36,248;6,201;6,668;0,419;0,495;47,386;0;0,23;0,683;1,54
"328";0,911;58,172;5,385;10,443;0,58;2,191;6,306;0;0,622;7,227;8,164
"329";2,794;43,8;2,537;21,017;0,081;0,914;13,899;0;0,879;0,607;13,47
"330";0,094;40,956;10,549;11,737;0,536;2,798;29,216;0;0,288;2,235;1,59
"331";0,056;57,689;4,879;18,288;2,463;1,19;13,178;0;0,148;1,164;0,945
"332";0,228;19,45;9,557;10,598;0,329;35,883;22,006;0;0,123;1,115;0,71
"333";7,014;23,436;15,066;10,677;2,109;6,413;30,339;0;1,154;1,264;2,528
"334";1,82;31,901;9,946;22,229;2,305;11,368;11,819;0;1,381;2,192;5,039
"335";0,418;30,167;10,071;21,422;0,632;1,855;31,161;0;0,499;1,6;2,174
"336";20,537;16,701;12,11;3,439;0,295;7,454;27,031;0;11,46;0,347;0,627
"337";0,262;94,704;0,519;2,788;0,018;0,1;0,814;0;0,087;0,232;0,475
"338";0,092;23,056;6,177;15,023;0,491;1,495;9,43;0;0,573;1,126;42,537
"339";0,055;68,918;4,765;9,506;0,223;1,233;11,557;0;0,32;2,248;1,175
"340";0,077;3,803;0,338;92,484;0,098;0,497;1,849;0;0,071;0,295;0,488
"341";0,259;24,39;27,434;23,098;0;2,234;18,663;0;0,24;1,538;2,143
"342";0,029;18,391;30,759;9,504;0,24;30,401;6,025;0;0,21;2,826;1,614
"343";0,436;53,575;5,889;18,865;0,267;1,673;11,748;0;1,182;1,71;4,653
"344";0,494;53,81;5,956;8,239;0,145;2,294;9,682;0;14,921;1,09;3,368
"345";0,471;17,155;8,125;22,746;0,572;3,079;11,018;0;5,05;1,995;29,789
"346";45,941;7,938;6,528;21,608;0,71;2,01;8,167;0;0,542;2,674;3,883
"347";0,834;26,832;9,608;34,355;0,83;2,885;12,712;0;0,626;3,638;7,679
"348";0,011;1,166;0,137;96,455;0,008;0,187;0,641;0;0,02;0,028;1,347
"349";0,177;3,572;0,836;70,91;0,021;0,14;23,053;0;0,357;0,245;0,688
"350";0,3;33,853;9,742;9,064;4,59;17,996;13,424;0;0,214;4,98;5,837
"351";0,106;34,444;1,168;42,717;0,553;14,388;3,608;0;0,181;0,385;2,45
"352";0,382;31,53;7,267;11,002;0,525;13,746;27,887;0;0,395;4,192;3,073
"353";0,131;26,957;4,96;18,02;0;1,399;43,585;0;0,46;1,243;3,244
"354";0,15;66,446;8,94;7,465;0,142;0,68;13,562;0;0,378;0,546;1,69
"355";0,258;28,071;0,793;65,792;0,036;0,72;3,47;0;0,013;0,28;0,569
"356";0,069;41,873;1,293;2,322;0,326;1,827;50,472;0;0,054;0,225;1,539
"357";1,104;66,717;2,559;3,221;1,094;3,1;16,98;0;0,173;0,991;4,061
"358";0,382;43,707;7,832;13,473;1,039;1,064;22,313;0;0,965;1,05;8,174
"359";1,837;53,742;5,022;12,598;4,477;0,472;11,043;0;0,431;2,721;7,658
"360";0,253;16,163;5,627;13,902;30,819;4,019;17,426;0;0,245;2,581;8,965
"361";0,092;8,37;10,254;12,584;0,271;2,095;61,733;0;0,311;1,602;2,688
"362";0,348;29,786;15,674;14,892;4,328;9,57;20,852;0;0,268;1,566;2,716
"363";0,737;34,499;7,297;18,524;1,235;16,87;14,337;0;0,376;1,577;4,548
"364";0,111;15,44;7,416;43,985;0;8,099;17,758;0;0,129;3,766;3,296
"365";0,571;18,683;44,455;16,937;0,615;3,064;8,908;0;0,324;5,233;1,21
"366";0,105;32,554;6,246;5,405;0,489;1,735;18,342;0;0,149;3,359;31,615
"367";0,053;56,675;4,263;13,616;0,209;1,457;20,449;0;0,515;0,806;1,956
"368";0,13;72,435;0,729;5,405;0,139;13,767;4,237;0;0,085;0,892;2,181
"369";0,02;13,917;4,046;37,942;25,546;0,988;7,963;0;0,201;0,918;8,459
"370";0,015;71,883;0,808;2,099;0,06;0,269;18,696;0;0,057;5,232;0,882
"371";0,16;37,512;10,896;12,913;2,463;16,35;8,259;0;0,31;6,08;5,055
"372";0,048;7,128;8,383;10,708;0,192;1,279;67,635;0;0,157;0,501;3,969
"373";0,335;24,357;3,966;19,916;0,201;1,368;44,59;0;1,477;0,629;3,161
"374";0,544;27,334;16,867;22,364;1,498;2,501;13,648;0;0,655;10,426;4,163
"375";0,14;48,089;12,802;8,368;0,288;1,489;22,624;0;0,548;3,171;2,481
"376";0,098;93,154;2,333;1,183;0,338;1,037;0,858;0;0,023;0,502;0,474
"377";0,395;38,211;11,067;15,299;0,631;7,103;20,781;0;0,166;1,688;4,66
"378";0,582;73,025;1,616;2,994;0,081;0,324;19,887;0;0,171;0,174;1,146
"379";0,194;7,354;0,774;85,01;0,063;0,776;3,591;0;0,109;0,441;1,688
"380";2,152;52,007;14,006;20,786;0,186;1,839;6,513;0;0,145;1,044;1,322
"381";7,979;30,716;31,512;8,774;0,666;3,25;7,787;0;0,412;1,384;7,52
"382";0,25;51,364;4,609;21,33;0,707;2,051;9,033;0;0,634;0,957;9,064
"383";0,273;47,984;17,137;7,331;0,169;11,015;12,079;0;0,579;1,033;2,401
"384";0,651;71,365;6,657;5,154;0,29;0,284;5,559;0;0,213;1,423;8,404
"385";0,181;30,918;9,529;20,921;0,413;2,41;26,73;0;0,284;6,437;2,177
"386";1,106;92,29;1,354;1,918;0;0,704;1,292;0;0,183;0,401;0,752
"387";0,395;57,043;9,013;7,999;0,153;5,16;15,214;0;0,818;2,799;1,406
"388";0,425;23,577;25,493;13,359;0,323;5,724;26,547;0;0,776;1,205;2,571
"389";0,252;26,372;11,302;35,783;0,361;3,297;9,298;0;1,218;2,7;9,418
"390";27,57;43,888;2,867;9,776;0,608;0,916;8,949;0;0,507;1,058;3,861
"391";0,185;55,636;7,162;22,491;0,333;2,141;5,988;0;0,161;4,523;1,379
"392";0,368;29,913;6,037;7,59;0,248;1,636;43,335;0;0,325;1,672;8,876
"393";0,088;21,943;1,621;29,958;0,285;1,883;36,276;0;0,421;1,919;5,606
"394";0,182;20,081;14,183;10,812;2,988;13,427;33,876;0;0,366;1,491;2,596
"395";0,367;35,111;23,882;17,252;1,351;1,784;10,369;0;0,58;4,165;5,14
"396";0,068;63,67;3,849;8,633;1,637;1,708;13,2;0;0,405;4,722;2,109
"397";0,202;34,587;7,864;19,353;1,161;4,12;19,232;0;1,262;4,643;7,575
"398";0,062;70,978;5,857;11,39;0,646;0,728;7,026;0;0,199;0,872;2,243
"399";0,197;22,262;22,563;45,727;0,054;0,897;2,225;0;0,147;2,655;3,273
"400";0,466;44,467;11,037;8,764;1,157;15,697;7,938;0;0,46;2,256;7,758
"401";1,618;15,323;4,816;6,443;0,218;1,629;17,85;0;0,256;5,151;46,695
"402";1,329;50,169;7,817;15,087;0,294;1,869;12,976;0;2,637;1,018;6,804
"403";0,03;79,221;1,931;3,597;0,109;4,846;6,996;0;0,338;1,578;1,355
"404";0,048;91,371;0,889;1,784;0,066;1,032;3,544;0;0,152;0,68;0,434
"405";0,134;5,602;1,645;3,412;0,062;0,138;2,283;0;0,213;1,167;85,343
"406";1,992;19,361;4,431;21,362;0,141;3,224;34,222;0;0,462;4,725;10,079
"407";0,779;35,31;18,105;12,664;0,666;5,991;14,488;0;0,256;1,99;9,751
"408";0,519;9,214;4,408;21,878;0,345;1,591;40,434;0;0,097;1,319;20,195
"409";0,908;29,107;14,993;27,529;7,667;0,836;13,282;0;0,34;1,38;3,957
"410";1,137;20,341;29,079;11,592;0,351;5,316;21,825;0;1,127;1,883;7,349
"411";0,56;50,229;17,087;10,479;0,221;3,201;8,714;0;0,245;4,721;4,544
"412";1,022;68,823;6,468;5,369;0,055;1,693;3,427;0;0,209;0,636;12,298
"413";0,33;50,951;10,492;15,692;0,173;1,082;8,723;0;0,677;6,97;4,909
"414";2,967;21,811;14,652;11,049;0,535;4,352;40,301;0;0,306;1,514;2,512
"415";0,383;30,843;22,928;14,594;0,878;3,852;19,82;0;1,306;2,41;2,985
"416";0,059;85,063;7,192;2,225;0,194;1,226;2,276;0;0,136;0,546;1,084
"417";0,409;19,613;15,672;25,454;0;3,128;11,323;0;0,591;1,875;21,934
"418";0,43;35,3;8,855;12,943;0,468;3,782;15,636;0;1,676;18,553;2,357
"419";0,238;46,005;8,414;10,204;0,308;3,396;15,479;0;0,192;2,115;13,649
"420";0,298;12,031;3,533;29,632;0,392;29,151;19,424;0;2,176;1,23;2,133
"421";0,181;24,585;22,428;8,107;0,238;2,234;8,209;0;0,949;1,895;31,174
"422";0,116;56,592;16,202;10,64;0,315;7,2;5,497;0;0,117;0,973;2,348
"423";3,345;26,088;3,391;50,844;0,163;2,122;9,402;0;0,157;1,866;2,623
"424";1,732;12,307;4,527;13,031;0,225;0,841;61,04;0;0,286;0,922;5,089
"425";2,353;43,421;16,93;18,722;0,698;2,386;12,22;0;0,332;1,539;1,396
"426";0,218;11,004;75,244;6,025;0,035;0,594;5,109;0;0,095;0,585;1,091
"427";0,011;0,316;0,093;99,008;0,02;0,128;0,256;0;0,048;0,022;0,096
"428";1,088;37,515;5,41;7,38;0,106;3,52;9,276;0;30,482;1,858;3,366
"429";2,837;16,229;12,205;39,192;0,202;1,472;16,837;0;0,498;5,65;4,879
"430";0,254;18,288;9,617;8,078;0,476;24,708;25,986;0;1,128;2,947;8,518
"431";1,517;29,15;26,899;20,95;1,3;2,175;8,963;0;0,719;4,579;3,748
"432";0,19;10,002;2,876;34,308;0,939;1,214;11,314;0;0,168;37,023;1,967
"433";0,036;4,188;1,525;7,451;0,13;6,016;74,383;0;0,108;2,775;3,387
"434";0,416;6,124;69,563;4,844;0,11;0,688;14,801;0;1,19;1,129;1,134
"435";1,588;37,506;6,417;18,684;0,69;1,726;28,893;0;0,401;1,194;2,901
"436";0,116;53,17;5,03;9,805;1,168;3,797;14,949;0;0,818;2,381;8,765
"437";0,665;29,719;15,702;15,047;0,736;3,066;21,614;0;0,734;1,207;11,511
"438";0,26;16,413;39,285;7,118;2,402;9,855;21,315;0;0,492;1,19;1,669
"439";0,107;21,531;5,345;4,083;0,1;49,535;15,774;0;0,576;1,201;1,748
"440";0,721;34,158;5,86;28,992;3,653;9,302;11,75;0;0,295;4,043;1,227
"441";0,015;12,282;0,735;0,824;79,867;3,37;2,118;0;0,03;0,261;0,498
"442";0,13;5,663;2,864;78,834;0,075;6,694;3,262;0;0,174;0,828;1,477
"443";1,24;34,804;4,172;13,92;0,078;7,351;6,558;0;0,919;1,084;29,874
"444";0,225;10,631;6,688;9,415;0,433;8,787;60,055;0;0,555;1,896;1,313
"445";0,128;55,73;3,754;21,761;0,056;0,382;12,594;0;1,123;0,702;3,77
"446";0,017;3,023;0,124;96,117;0,043;0,055;0,319;0;0,025;0,117;0,16
"447";0,143;80,328;2,131;5,108;0,089;0,192;10,496;0;0,076;0,619;0,818
"448";0,162;8,177;2,749;3,84;0,053;0,569;79,379;0;0,155;0,696;4,221
"449";3,908;21,475;13,013;13,994;0,065;3,574;24,598;0;0,344;2,041;16,987
"450";0,267;55,827;6,123;12,355;0,275;0,934;15,777;0;0,153;2,592;5,697
"451";0,047;43,575;1,437;5,248;0,23;39,885;8,857;0;0,132;0,149;0,439
"452";0,1;76,005;7,714;4,07;0,19;1,147;7,186;0;0,066;2,162;1,359
"453";0,24;37,33;11,876;19,886;1,158;0,775;3,775;0;0,326;1,653;22,982
"454";0,553;20,504;8,808;21,275;6,854;1,085;18,609;0;15,179;3,908;3,226
"455";0,074;34,949;1,235;11,026;1,245;1,025;47,937;0;0,046;0,389;2,074
"456";0,139;16,041;8,995;34,933;0,138;3,042;17,442;0;1,2;4,032;14,037
"457";0,053;30,193;0,513;2,037;0,059;0,261;65,122;0;0,044;0,311;1,406
"458";0,096;43,174;6,862;7,387;0,082;0,392;38,214;0;0,174;0,539;3,081
"459";0,057;84,861;7,025;2,669;0,092;0,773;2,812;0;0,074;0,902;0,735
"460";0,615;32,921;17,784;12,039;0,246;6,259;19,871;0;1,729;2,211;6,325
"461";0,204;46,544;16,781;15,034;0,616;2,049;7,433;0;1,604;2,501;7,234
"462";1,004;54,142;6,403;16,281;0,126;2,191;10,328;0;0,637;2,824;6,064
"463";0,167;38,923;5,338;36,833;1,71;1,076;10,589;0;0,259;2,28;2,826
"464";0,239;48,053;5,271;12,839;0,126;1,232;26,86;0;0,297;0,733;4,35
"465";0,333;43,668;11,581;31,11;0,115;0,92;9,361;0;0,417;0,673;1,821
"466";0,459;34,857;8,528;15,137;0,728;7,216;20,688;0;0,594;6,349;5,444
"467";0,813;24,258;6,261;9,253;0,137;1,002;26,538;0;0,564;2,977;28,197
"468";0,093;5,028;0,961;65,577;0,368;0,312;3,077;0;0,191;0,435;23,958
"469";0,747;27,786;24,85;11,385;1,824;4,88;19,739;0;3,139;0,919;4,731
"470";0,171;36,929;4,497;37,02;0,5;1,286;11,152;0;1,247;1,496;5,702
"471";0,154;41,019;4,043;6,169;1,439;4,142;39,255;0;0,139;1,494;2,147
"472";0,207;50,794;5,637;10,483;0,609;2,288;12,261;0;0,772;2,428;14,522
"473";0,696;59,298;2,986;9,409;0,767;1,685;21,711;0;0,878;1,025;1,545
"474";0,524;81,349;2,603;5,87;0;0,392;3,412;0;0,142;0,59;5,117
"475";0,06;35,604;7,999;21,743;0,96;3,41;14,474;0;1,592;10,035;4,123
"476";14,105;40,071;7,222;22,684;1,174;1,579;6,049;0;0,508;5,343;1,264
"477";0,348;21,529;14,831;29,88;4,927;7,839;12,117;0;0,83;2,977;4,723
"478";0,483;40,513;6,008;14,734;0,888;2,276;22,366;0;0,538;2,274;9,919
"479";0,001;0,202;0,05;0,055;0,003;0,02;0,035;0;0,002;99,616;0,017
"480";0,122;24,738;38,79;17,375;1,08;3,65;9,221;0;1,01;1,341;2,674
"481";0,104;18,021;3,133;4,255;0,78;1,38;10,032;0;0,226;2,099;59,971
"482";0,362;54,89;5,52;20,066;0,492;2,277;10,892;0;0,763;1,458;3,279
"483";0,042;26,21;2,181;10,889;0,101;0,762;57,48;0;0,068;0,449;1,818
"484";5,05;44,972;6,627;10,519;0,413;0,806;23,391;0;0,476;1,487;6,259
"485";0,031;1,953;2,028;90,051;0,068;0,78;2,49;0;0,653;0,412;1,535
"486";0,156;23,075;54,916;9,071;0,889;1,247;4,492;0;1,711;1,232;3,211
"487";0,173;33,74;16,589;20,718;0,557;2,148;19,435;0;0,151;1,768;4,722
"488";0,308;14,393;4,534;15,613;0,516;0,798;8,409;0;0,631;1,704;53,094
"489";1,414;27,98;14,747;28,572;0,144;1,43;19,333;0;1,012;2,749;2,619
"490";0,398;14,787;3,586;6,421;22,685;1,702;8,397;0;0,301;40,583;1,139
"491";0,142;77,735;5,24;7,485;0,082;1,635;5,293;0;0,299;1,504;0,586
"492";0,842;12,688;51,348;12,105;0,5;4,847;12,374;0;0,559;2,006;2,731
"493";0,209;23,11;28,631;19,775;0,4;6,474;14,798;0;0,484;1,925;4,193
"494";0,077;4,425;2,163;7,5;0,108;78,431;4,107;0;0,17;2,109;0,911
"495";0,121;22,023;5,316;17,835;0,131;1,332;43,675;0;0,26;2,845;6,462
"496";0,112;17,153;25,191;12,17;0,569;4,714;37,078;0;0,141;1,383;1,489
"497";0,336;5,57;15,493;10,909;0,729;38,777;19,171;0;7,244;0,504;1,266
"498";1,905;60,081;4,949;9,583;0,139;6,358;13,336;0;0,171;1,539;1,939
"499";0,135;8,476;2,977;17,082;0,513;5,938;59,333;0;0,237;2,733;2,575
"500";0,09;89,515;0,29;0,94;0,008;0,36;8,485;0;0,083;0,112;0,117
"501";0,219;25,407;5,578;40,521;2,306;1,567;16,26;0;0,798;5,659;1,685
"502";5,196;38,525;5,186;16,271;1,068;23,657;6,758;0;0,084;0,744;2,512
"503";3,813;41,621;7,773;11,212;0,816;1,595;17,213;0;0,572;2,049;13,336
"504";1,131;39,07;12,106;8,537;0,305;15,722;15,671;0;0,562;1,772;5,124
"505";4,379;13,132;34,157;7,232;0,443;0,704;6,254;0;12,344;2,417;18,939
"506";0,164;29,911;4,645;8,386;0,589;0,921;42;0;0,69;6,971;5,722
"507";0,373;49,376;4,967;12,46;0,43;7,184;5,837;0;0,486;3,519;15,368
"508";0,612;44,733;4,04;31,549;0,113;5,273;8,729;0;0,504;1,332;3,115
"509";0,179;46,463;4,719;21,16;1,009;5,228;10,542;0;1,967;4,098;4,636
"510";2,354;34,348;5,805;28,224;1,637;4,869;11,559;0;1,216;5,257;4,731
"511";13,568;26,016;5,668;31,482;0,13;1,924;11,66;0;0,804;3,544;5,202
"512";0,644;34,327;15,795;8,959;0,382;2,192;14,73;0;1,068;2,325;19,578
"513";0,386;27,477;3,318;40,659;0;2,049;15,258;0;4,504;2,456;3,894
"514";0,421;37,867;11,874;13,633;0,293;4,913;24,067;0;1,538;2,763;2,632
"515";0,165;74,81;3,715;12,711;0,081;0,537;3,753;0;1,87;0,918;1,441
"516";0,445;18,58;9,199;30,934;1,794;10,528;17,451;0;5,856;0,577;4,635
"517";0,194;29,323;8,565;12,653;0,277;3,155;10,175;0;0,504;1,743;33,412
"518";0,027;8,872;0,824;2,296;0,284;0,461;84,877;0;0,051;1,725;0,584
"519";0,196;65,073;3,413;21,499;0;1,065;4,405;0;0,188;1,579;2,582
"520";0,219;44,902;7,729;14,673;0;6,629;19,649;0;0,283;2,622;3,294
"521";0,339;71,137;6,89;5,476;1,713;1,42;8,115;0;1,52;0,76;2,631
"522";0,094;38,391;2,575;5,413;0,742;0,361;41,559;0;0,239;5,836;4,791
"523";0,058;36,768;3,925;32,59;1,012;10,096;10,649;0;0,303;2,188;2,41
"524";1,339;35,988;10,051;6,599;0,218;7,031;9,404;0;0,292;0,645;28,434
"525";0,652;9,784;5,171;3,446;1,919;1,447;74,528;0;0,177;1,681;1,194
"526";0,063;14,181;6,136;6,894;1,211;1,744;48,259;0;0,611;17,64;3,262
"527";0,249;69,015;2,071;9,893;0,274;2,209;12,328;0;0,14;1,084;2,736
"528";0,009;2,084;0,816;2,042;0,036;0,079;93,945;0;0,037;0,524;0,427
"529";0,227;19,734;6,384;12,732;0,382;7,534;47,099;0;1,522;3,096;1,29
"530";0,045;98,036;0,305;0,883;0,02;0,116;0,284;0;0,025;0,137;0,15
"531";0,292;9,32;40,672;22,971;0,174;3,024;19,278;0;0,221;0,708;3,34
"532";1,703;50,476;13,921;8,239;0,991;2,699;9,009;0;0,837;1,221;10,903
"533";0,796;35,613;9,155;17,187;1,354;5,578;23,729;0;0,39;2,203;3,995
"534";0,47;18,916;25,2;14,566;0,395;9,768;9,313;0;0,918;5,461;14,995
"535";0,093;72,972;4,071;10,086;0,23;0,331;5,279;0;0,599;5,433;0,906
"536";0,178;33,83;7,873;17,386;0,356;1,56;21,7;0;0,888;2,228;14
"537";1,023;68,165;6,357;9,989;1,099;2,064;5,164;0;0,235;0,893;5,011
"538";0,698;22,734;11,192;25,675;1,012;1,778;15,026;0;0,771;7,186;13,928
"539";0,383;40,623;10,894;17,713;0,748;3,468;11,866;0;1,747;4,744;7,814
"540";8,376;45,309;7,499;5,437;1,528;0,536;7,63;0;0,638;18,911;4,137
"541";0,084;27,771;8,845;11,198;0,349;14,766;26,907;0;0,433;5,642;4,006
"542";0,984;10,685;6,227;28,958;1,56;4,473;11,54;0;0,11;1,517;33,947
"543";0,094;62,863;19,642;11,454;0,057;0,652;3,68;0;0,191;0,383;0,984
"544";0,351;22,441;15,619;19,732;1,966;4,985;20,368;0;0,526;3,626;10,385
"545";2,223;27,605;5,198;14,982;1,248;3,505;11,008;0;0,413;0,919;32,9
"546";0,165;43,997;9,048;17,219;0,944;2,822;18,044;0;1,029;2,682;4,05
"547";0,11;13,05;14,234;25,133;0,209;0,574;14,87;0;0,283;0,654;30,884
"548";0,022;10,652;1,218;7,043;0,108;11,048;68,886;0;0,03;0,275;0,719
"549";0,831;15,3;6,67;44,541;2,674;3,955;21,25;0;1,79;1,019;1,969
"550";0,25;35,585;5,577;36,835;0,585;4,22;9,187;0;3,898;1,816;2,048
"551";0,216;61,071;8,282;14,953;0;1,019;8,075;0;0,128;2,287;3,968
"552";0,387;32,64;7,626;12,283;0,147;5,207;27,135;0;0,989;2,347;11,239
"553";0,536;19,802;6,033;39,136;0,283;3,791;24,734;0;1,096;0,999;3,589
"554";0,896;18,139;24,675;11,163;0,118;2,152;16,076;0;0,196;6,798;19,786
"555";0,249;38,957;3,152;24,677;0,372;2,016;14,651;0;9,459;2,083;4,384
"556";1,615;12,997;23,068;20,501;0,148;5,388;12,202;0;0,839;8,097;15,145
"557";0,348;68,771;6,203;9,391;1,643;3,796;6,097;0;0,171;2,312;1,269
"558";0,357;81,285;1,89;11,081;0,224;0,632;2,736;0;0,15;0,511;1,135
"559";0,933;21,527;4,847;19,292;0,456;14,57;18,08;0;0,499;1,805;17,99
"560";0,029;23,948;7,913;12,269;0,507;4,809;22,765;0;0,25;23,491;4,02
"561";0,604;37,973;3,208;13,155;0,202;7,997;28,04;0;3,613;0,725;4,482
"562";1,089;24,993;11,826;18,653;0,584;3,576;18,009;0;1,865;6,35;13,053
"563";0,241;53,808;2,899;11,705;0,061;0,664;25,632;0;0,144;1,846;2,999
"564";0,288;43,023;3,131;16,912;0,399;0,705;31,359;0;0,111;1,906;2,167
"565";0,091;11,31;3,002;22,853;38,445;0,878;13,674;0;0,196;0,749;8,802
"566";0,321;12,422;3,681;51,419;2,096;3,05;13,391;0;1,019;0,743;11,859
"567";0,244;36,771;13,499;9,841;0,161;1,28;5,507;0;0,132;4,578;27,987
"568";0,231;34,833;4,867;35,658;1,453;1,715;12,113;0;1,425;3,28;4,426
"569";0,128;34,504;17,241;16,633;6,487;1,724;11,52;0;3,164;4,784;3,815
"570";14,826;13,862;9,275;30,754;1,367;1,202;22,285;0;0,232;2,363;3,834
"571";0,096;53,874;5,141;20,022;1,318;4,585;6,381;0;0,485;1,939;6,161
"572";0,338;13,451;61,383;5,713;1,155;2,721;9,744;0;0,717;2,601;2,176
"573";0,183;25,27;3,531;8,362;0,265;1,866;56,177;0;0,478;2,053;1,815
"574";0,108;32,351;4,35;23,555;0,897;3,116;11,688;0;0,523;3,732;19,679
"575";0,153;9,611;2,087;76,914;0,042;0,633;2,088;0;1,044;0,754;6,673
"576";0,011;77,32;1,296;1,646;0,205;0,36;2,476;0;0,057;16,145;0,486
"577";0,204;18,21;5,795;15,696;0,594;14,067;39,41;0;0,943;1,272;3,809
"578";0,157;15,217;18,979;55,15;2,974;1,085;3,209;0;0,195;0,742;2,293
"579";0,807;18,592;1,807;7,151;0,046;63,439;4,311;0;0,631;0,916;2,299
"580";0,085;88,428;2,168;3,59;0,4;1,438;1,628;0;0,069;0,29;1,905
"581";0,429;48,703;7,515;15,529;0,9;2,37;15,037;0;0,546;3,116;5,854
"582";0,397;32,883;21,606;15,621;14,002;3,751;6,732;0;0,301;1,548;3,158
"583";0,077;55,683;18,586;16,181;0,119;1,935;4,45;0;0,152;0,895;1,922
"584";0,231;22,426;7,611;10,135;0,533;2,833;7,47;0;23,761;20,161;4,838
"585";0,258;23,102;4,184;23,894;0,506;39,038;5,504;0;0,368;1,085;2,06
"586";0,296;3,083;1,547;78,877;0,043;1,65;12,866;0;0,065;0,909;0,664
"587";0,498;24,262;9,048;22,502;0,699;19,056;11,52;0;3,888;6,18;2,347
"588";0,081;39,165;3,229;12,663;0,139;1,245;10,706;0;1,703;6,01;25,06
"589";0,104;20,254;9,303;12,309;0,344;9,517;43,122;0;0,676;1,113;3,258
"590";0,228;60,932;17,443;6,496;0,792;3,016;5,217;0;0,482;2,409;2,985
"591";1,362;32,773;3,863;8,976;2,014;1,276;32,584;0;0,928;1,96;14,264
"592";1,427;26,451;4,608;8,69;1,3;6,078;31,621;0;0,408;1,885;17,532
"593";0,445;42,44;7,786;10,243;1,169;5,899;17,371;0;0,636;1,999;12,012
"594";0,537;48,154;13,834;20,012;0,437;1,335;6,63;0;0,704;2,713;5,644
"595";0,545;12,144;11,058;12,231;0,235;1,804;9,597;0;7,669;32,504;12,213
"596";0,008;3,092;91,498;0,805;0,038;0,333;2,752;0;0,086;0,944;0,445
"597";0,611;36,585;6,301;13,028;0,347;2,431;33,049;0;4,498;1,817;1,332
"598";0,19;29,27;4,131;28,109;0,564;1,763;28,678;0;0,233;3,176;3,887
"599";0,526;38,124;7,781;23,791;0,553;4,991;19,579;0;1,061;1,71;1,882
"600";0,125;18,39;21,095;20,789;1,612;1,398;26,451;0;1,103;1,918;7,12
"601";0,093;36,971;13,04;16,499;1,06;1,346;24,706;0;0,579;1,47;4,237
"602";0,09;2,795;93,226;0,955;0,477;0,1;1,334;0;0,137;0,25;0,635
"603";0,189;68,08;16,68;6,191;0,037;1,767;4,758;0;0,196;0,516;1,586
"604";2,106;13,183;2,942;14,296;0,403;2,795;60,482;0;0,315;2,023;1,456
"605";0,29;47,385;4,386;7,097;0,733;0,902;7,728;0;8,526;19,833;3,119
"606";0,065;14,58;11,281;32,301;2,131;8,342;25,247;0;0,438;3,016;2,599
"607";2,153;26,114;8,112;17,444;0,966;1,664;12,601;0;0,458;2,925;27,563
"608";0,375;23,134;4,079;12,039;0,915;2,989;15,624;0;0,372;3,264;37,209
"609";0,356;57,528;4,679;8,835;0,169;2,067;4,104;0;0,591;12,509;9,161
"610";0,049;93,825;0,279;1,468;0,082;0,135;3,22;0;0,179;0,49;0,275
"611";0,072;29,714;0,719;2,372;0,07;53,883;1,946;0;0,198;0,485;10,541
"612";0,462;9,261;5,256;37,512;0,646;4,286;34,782;0;2,461;1,639;3,695
"613";0,579;70,757;5,232;9,646;0,325;2,569;3,911;0;4,518;0,764;1,698
"614";0,469;19,798;7,149;28,054;0,112;3,338;31,801;0;0,538;5,951;2,789
"615";0,445;50,055;1,623;36,018;0,097;3,822;5,799;0;0,154;0,982;1,005
"616";0,307;11,618;4,372;39,794;0,353;2,81;19,836;0;3,94;5,933;11,036
