"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"1";35,653;7,22;0;0,19;1,199;0;0,342;0,427;32,372;20,179;1,3;0;1,118;0
"2";25,503;32,356;0;0,767;0,759;0;0;0,056;19,858;18,881;1,226;0;0,594;0
"3";1,464;7,702;0;0,07;83,672;0;0;0,038;4,964;0,214;1,656;0;0,219;0
"4";40,977;3,89;0;0,247;0,898;0;0;0,38;39,852;11,642;1,234;0;0,88;0
"5";13,555;8,358;0;0,243;0,862;0;0,283;0,513;66,394;7,683;1,066;0;1,042;0
"6";53,947;27,577;0;0,319;0,357;0;0,21;0,111;14,182;0,698;1,372;0;1,229;0
"7";37,101;12,916;0;1,499;1,756;0;0,474;0,174;31,795;3,201;8,53;0;2,554;0
"8";29,499;5,586;0;0,153;1,952;0;0;0,28;58,488;1,597;1,836;0;0,61;0
"9";13,754;16,444;0;5,751;1,678;0;1,063;0,512;46,755;8,241;3,532;0;2,27;0
"10";60,88;17,294;0;1,107;8,53;0;1,561;1,374;0;5,606;2,334;0;1,313;0
"11";6,855;3,531;0;0,055;0,432;0;0,263;0,041;18,289;69,274;0,776;0;0,483;0
"12";30,619;11,589;0;18,539;28,229;0;0;0,381;0;7,616;1,717;0;1,309;0
"13";54,019;9,762;0;0,131;18,837;0;0,192;0,107;0;13,813;1,144;0;1,994;0
"14";14,768;12,623;0;0,135;0,397;0;1,082;0,264;63,059;3,268;3,751;0;0,653;0
"15";9,269;5,565;0;0,337;1,687;0;0,06;0,045;81,797;0,582;0,2;0;0,456;0
"16";24,612;22,654;0;1,16;3,283;0;0,382;0,869;0;39,964;5,036;0;2,04;0
"17";22,918;3,543;0;0,415;1,375;0;0,074;1,437;20,924;47,2;1,042;0;1,072;0
"18";32,942;7,194;0;0,163;1,153;0;0,194;0,29;51,021;2,874;1,569;0;2,6;0
"19";72,482;5,133;0;0,108;0,677;0;0,215;16,066;0;1,15;2,872;0;1,296;0
"20";19,869;4,484;0;0,198;1,224;0;0;1,772;67,325;2,442;1,694;0;0,991;0
"21";27,401;16,065;0;0,267;0,822;0;1,431;0,338;32,115;17,678;3,567;0;0,317;0
"22";31,382;3,633;0;0,814;0,398;0;0,685;0,686;59,009;1,065;1,887;0;0,44;0
"23";33,33;15,934;0;0,098;0,794;0;0;0,562;38,754;6,985;0,992;0;2,551;0
"24";13,605;7,978;0;0,318;7,178;0;0,184;0,834;58,959;1,134;3,285;0;6,526;0
"25";10,858;25,719;0;0,643;1,423;0;0,202;0,072;45,346;4,315;2,539;0;8,885;0
"26";12,507;3,958;0;1,98;0,379;0;0;0,139;79,374;0,915;0,532;0;0,216;0
"27";34,171;22,822;0;0,151;1,388;0;0,06;0,033;36,937;1,37;1,718;0;1,35;0
"28";24,438;6,877;0;0,222;1,702;0;0,68;0,253;53,438;7,621;4,356;0;0,413;0
"29";27,877;18,233;0;0,162;0,414;0;0,2;0,712;47,107;1,372;1,056;0;2,866;0
"30";13,105;14,346;0;0,26;0,45;0;0;0,247;50,054;20,138;1,072;0;0,329;0
"31";12,773;18,294;0;1,631;0,392;0;0,107;1,995;59,461;2,045;0,44;0;2,862;0
"32";29,6;1,97;0;0,025;0,169;0;0,056;0,05;61,148;3,861;0,787;0;2,335;0
"33";14,033;4,917;0;1,448;0,571;0;0,315;0,338;76,488;0,902;0,546;0;0,442;0
"34";15,928;21,448;0;10,894;8,307;0;0,108;0,636;31,675;1,075;0,657;0;9,273;0
"35";90,741;1,105;0;0,11;0,096;0;0,021;0,021;5,586;0,827;0,292;0;1,201;0
"36";89,32;5,468;0;0;0,053;0;0,245;0,044;4,547;0,196;0,041;0;0,085;0
"37";11,308;0,725;0;0,112;0,18;0;0;0,06;80,969;4,636;0,959;0;1,051;0
"38";41,357;31,788;0;1,889;2,254;0;0,415;0,589;0;11,232;1,599;0;8,877;0
"39";66,904;4,242;0;0,026;0,453;0;0,178;0,08;24,607;1,342;0,617;0;1,551;0
"40";48,077;40,461;0;0,213;6,987;0;0,788;0,245;0;1,696;1,066;0;0,467;0
"41";15,478;3,606;0;0,107;0,251;0;0,1;0,247;33,474;41,514;1,922;0;3,301;0
"42";57,674;15,716;0;16,421;1,77;0;0,222;0,374;0;5,6;0,879;0;1,346;0
"43";11,161;7,103;0;0,659;0,739;0;0;0,244;58,173;2,745;1,922;0;17,254;0
"44";15,352;14,359;0;0,341;2,991;0;0;0,218;42,775;18,968;1,42;0;3,575;0
"45";33,328;4,237;0;0,153;0,326;0;0;0,306;48,467;1,198;0,848;0;11,137;0
"46";9,113;37,028;0;1,96;0,884;0;0,209;0,074;39,193;1,575;1,81;0;8,153;0
"47";49,601;9,456;0;0;0,368;0;2,882;0,474;34,33;1,344;0,57;0;0,976;0
"48";4,203;14,471;0;0,098;0,915;0;0,06;0,088;76,279;1,306;1,499;0;1,081;0
"49";77,856;1,567;0;0,039;0,743;0;0,072;0,035;18,629;0,598;0,179;0;0,282;0
"50";10,552;6,214;0;0,038;0,402;0;0,26;0,395;77,043;1,03;0,57;0;3,495;0
"51";12,991;14,21;0;0,128;2,412;0;0;0,188;62,801;2,696;3,598;0;0,976;0
"52";68,73;22,577;0;0;0,854;0;0;1,735;0;3,331;1,494;0;1,28;0
"53";66,831;24,152;0;0,592;1,231;0;0;0,152;0;4,658;1,062;0;1,322;0
"54";20,843;6,784;0;4,713;1,07;0;0,274;0,12;54,05;8,041;2,266;0;1,839;0
"55";17,166;5,316;0;1,564;0,89;0;0;1,053;45,697;23,619;1,6;0;3,096;0
"56";70,679;2,734;0;0;0,653;0;0,103;0,06;23,474;0,769;1,061;0;0,468;0
"57";40,07;2,217;0;1,134;0,295;0;0;0,074;54,103;0,9;0,649;0;0,559;0
"58";83,928;2,11;0;0,169;0,697;0;0,032;0,171;11,707;0,746;0,232;0;0,207;0
"59";18,99;63,028;0;0,226;0,438;0;0,179;2,519;0;6,752;4,957;0;2,911;0
"60";14,37;9,818;0;4,151;0,619;0;0;0,36;67,712;1,28;0,536;0;1,154;0
"61";42,696;1,375;0;0,159;2,264;0;0;0,094;44,831;0,272;0,381;0;7,927;0
"62";9,278;21,645;0;0,331;0,537;0;0,07;0,191;33,848;3,805;30,147;0;0,148;0
"63";60,818;2,549;0;0,242;1,074;0;0,31;0,137;28,182;4,31;1,743;0;0,636;0
"64";62,323;21,16;0;0,677;1,834;0;0,553;0,527;0;3,917;7,601;0;1,409;0
"65";13,186;78,479;0;0,738;1,029;0;0;0,062;0;3,795;1,433;0;1,277;0
"66";20,785;3,114;0;0,532;1,511;0;0,477;0,056;61,714;5,723;1,389;0;4,7;0
"67";22,926;2,802;0;19,203;53,512;0;0;0,06;0;0,517;0,72;0;0,261;0
"68";34,574;22,338;0;0,304;0,596;0;0,081;0,12;31,749;3,786;3,287;0;3,166;0
"69";15,396;71,508;0;0,097;0,27;0;0;0,078;11,727;0,442;0,216;0;0,266;0
"70";10,949;8,579;0;0,029;0,435;0;0,207;0,153;71,805;3,966;3,594;0;0,283;0
"71";24,612;35,154;0;0,569;0,841;0;0,328;0,671;31,329;2,062;0,7;0;3,733;0
"72";60,427;13,059;0;0,549;0,585;0;0;0,237;14,821;7,714;1,469;0;1,139;0
"73";38,186;7,054;0;0,182;1,657;0;0,147;0,359;45,648;1,164;0,688;0;4,915;0
"74";33,102;9,819;0;0,634;1,414;0;0,235;0,153;48,808;3,053;0,851;0;1,932;0
"75";38,079;17,539;0;0,831;4,326;0;0;1,868;0;11,42;22,744;0;3,194;0
"76";80,653;10,39;0;0,244;0,304;0;0,062;0,136;0;7,32;0,636;0;0,255;0
"77";50,712;8,425;0;0,325;4,093;0;0,167;0,079;31,289;2,765;1,561;0;0,583;0
"78";55,558;2,738;0;0,276;0,275;0;0;0,118;38,934;1,289;0,326;0;0,488;0
"79";2,49;0,34;0;0,018;0,022;0;0;0,014;0;0,126;96,745;0;0,245;0
