"Pollen.file";"Parameter.file";"Distance.weighting";"Basin.type";"pollen.Ash.mediansim";"pollen.Beech.mediansim";"pollen.Birch.mediansim";"pollen.Hemlock.mediansim";"pollen.Hickory.mediansim";"pollen.Maple.mediansim";"pollen.Oak.mediansim";"pollen.Other_conifer.mediansim";"pollen.Other_hardwood.mediansim";"pollen.Pine.mediansim";"pollen.Spruce.mediansim";"pollen.Ash.q10sim";"pollen.Beech.q10sim";"pollen.Birch.q10sim";"pollen.Hemlock.q10sim";"pollen.Hickory.q10sim";"pollen.Maple.q10sim";"pollen.Oak.q10sim";"pollen.Other_conifer.q10sim";"pollen.Other_hardwood.q10sim";"pollen.Pine.q10sim";"pollen.Spruce.q10sim";"pollen.Ash.q90sim";"pollen.Beech.q90sim";"pollen.Birch.q90sim";"pollen.Hemlock.q90sim";"pollen.Hickory.q90sim";"pollen.Maple.q90sim";"pollen.Oak.q90sim";"pollen.Other_conifer.q90sim";"pollen.Other_hardwood.q90sim";"pollen.Pine.q90sim";"pollen.Spruce.q90sim"
"data/reveals_input.csv";"data/reveals_input_params.csv";"gpm neutral";"lake";0,2705;29,605;6,524;14,715;0,3755;2,1285;12,1935;0;0,432;1,7965;3,5785;0,0579;9,9009;1,8705;5,0223;0,056;0,5028;3,947;0;0,1039;0,5019;0,9693;1,5056;63,5902;21,5578;39,3631;1,9469;10,5534;38,3325;0;1,945;6,6342;16,3545
