"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"106";12,931;7,231;0,134;0,071;13,629;0,07;0,28;10,8;22,129;31,822;0,826;0;0,078;0
"107";20,561;15,693;0,507;0,078;5,942;0,791;0,632;9,932;39,411;4,133;2,176;0;0,143;0
"108";7,059;6,324;0,029;0,145;7,078;0,175;0,331;2,968;40,165;35,225;0,413;0;0,088;0
"109";3,395;4,547;0,033;0,116;21,135;7,25;0,274;4,723;55,03;2,884;0,576;0;0,038;0
"110";51,229;30,156;0,089;0,133;4,653;0,375;1,086;2,18;0;7,402;2,494;0;0,202;0
"111";25,26;54,597;0,028;0,345;4,47;0,136;0;8,966;0;5,152;0,799;0;0,247;0
"112";52,778;8,542;0,17;0,491;7,422;0,155;0,998;20,119;0;8,112;1,212;0;0;0
"113";46,772;28,339;0,099;0,539;3,828;0,22;0,192;4,705;0;12,87;2,034;0;0,402;0
"114";22,518;22,746;0,146;0,368;1,63;0,499;0,585;3,482;43,962;2,172;1,37;0;0,521;0
"115";15,067;6,583;0,013;0,072;2,337;0,138;0,368;5,868;61,169;5,147;3,174;0;0,064;0
"116";39,716;29,006;0,112;0,287;5,461;0,401;2,573;15,026;0;5,786;1,274;0;0,358;0
"117";29,615;11,467;0,083;0,152;3,057;0,638;0,26;3,127;39,586;6,125;5,792;0;0,098;0
"118";68,737;29,64;0,007;0,092;0,27;0,014;0,099;0,35;0;0,633;0,13;0;0,028;0
"119";28,303;17,802;0,135;0,28;4,89;1,14;1,901;32,576;0;5,439;7,043;0;0,491;0
"120";24,442;14,097;0,107;0,245;13,474;22,743;0,534;3,071;0;11,991;9,269;0;0,027;0
"121";25,212;16,768;0,063;0;1,169;1,764;1,035;11,933;34,968;5,892;0,926;0;0,27;0
"122";19,201;3,609;0,038;0,19;9,265;0,055;0,463;3,147;33,96;28,963;0,538;0;0,571;0
"123";17,546;20,199;0,53;0;4,837;2,142;2,674;9,723;0;40,478;1,792;0;0,08;0
"124";20,214;10,421;0,016;0,223;7,777;2,425;0,459;51,72;0;4,367;1,87;0;0,507;0
"125";19,634;35,513;0,235;0;2,857;0,347;2,748;29,88;0;1,894;3,717;0;3,173;0
"126";59,961;3,858;0,54;0,08;0,541;0,232;0,082;0,873;32,957;0,273;0,228;0;0,374;0
"127";33,51;24,222;0,392;0,368;5,227;0,543;3,058;15,868;0;12,516;3,37;0;0,927;0
"128";17,599;8,332;0,067;0,25;0,755;0,087;0,413;2,627;51,208;17,381;1,161;0;0,123;0
"129";10,024;72,903;0,197;0,806;0,631;0,058;0,576;1,495;11,764;0,817;0,702;0;0,027;0
"130";4,898;65,27;0,017;0,144;1,151;0,154;0,794;4,519;20,769;1,773;0,397;0;0,114;0
"131";19,172;21,515;0,091;0;2,844;0,632;0,502;7,354;0;8,98;38,847;0;0,063;0
"132";7,061;38,077;0,072;0,785;2,799;0,133;0,41;4,545;40,31;1,222;4,526;0;0,061;0
"133";45;24,405;0,122;0,177;6,936;0,62;1,63;12,626;0;4,744;2,441;0;1,3;0
"134";4,253;7,202;0,024;0,1;82,296;0,407;0,673;1,272;0;2,359;1,233;0;0,182;0
"135";21,957;4,888;3,883;0,125;2,35;0,483;0,429;2,738;58,066;3,006;0,701;0;1,373;0
"136";9,72;10,561;0,165;0;1,317;0,162;0,4;2,866;71,499;1,085;2,106;0;0,12;0
"137";43,267;11,111;0,019;0,094;1,355;0,231;0,417;2,43;37,363;1,861;1,761;0;0,091;0
"138";8,805;31,289;0,04;0,162;4,226;0,183;0,023;1,176;51,39;2,222;0,389;0;0,093;0
"139";54,138;2,518;0,014;9,326;0,553;0,569;0,15;23,506;8,414;0,387;0,359;0;0,065;0
"140";21,121;11,793;0,047;0,344;4,645;0,172;1,386;33,941;0;18,828;6,54;0;1,182;0
"141";17,924;62,776;0,165;0,214;4,619;0,725;1,111;7,678;0;2,737;0,865;0;1,185;0
"142";28,972;29,337;0,154;0,257;13,46;0,688;0,726;7,562;0;15,958;1,835;0;1,05;0
"143";22,088;32,538;0,221;0,138;1,912;0,058;0,616;2,608;35,028;3,33;1,28;0;0,183;0
"144";18,835;12,07;0,083;0,162;7,87;0,519;0,451;5,709;30,786;20,055;3,315;0;0,147;0
"145";39,632;6,826;0,029;1,283;6,187;0,102;1,328;8,917;28,459;3,542;2,381;0;1,314;0
"146";18,872;11,568;0,13;0,037;13,121;0,571;1,129;6,411;41,126;5,413;1,289;0;0,334;0
"147";98,331;0,672;0,001;0,015;0,066;0,014;0,04;0,599;0;0,194;0,059;0;0,009;0
"148";20,43;17,83;0,211;0,146;1,969;1,541;0,77;4,546;40,155;10,276;1,896;0;0,23;0
"149";10,568;31,321;0,104;0,1;4,053;0,868;2,328;28,256;16,293;4,879;0,634;0;0,597;0
"150";38,104;13,807;0,569;0,465;3,105;0,23;1,949;5,074;0;33,835;2,611;0;0,251;0
"151";21,196;10,715;0,161;0,206;28,612;0,678;1,449;6,139;25,761;2,761;2,011;0;0,313;0
"152";14,101;13,952;0,784;0;13,268;0,134;1,721;4,605;46,639;3,136;0,982;0;0,677;0
"153";28,233;3,938;0,04;0,15;1,935;3,655;0,66;7,58;50,844;2,444;0,434;0;0,088;0
"154";18,917;14,422;0,327;0,238;6,819;0,274;1,143;3,571;47,153;5,178;1,498;0;0,46;0
"155";31,64;45,853;0,279;0;3,294;1,12;0,979;6,993;0;3,341;6,301;0;0,198;0
"156";65,582;16,667;0,009;0,055;0,521;0,194;2,187;11,516;0;1,92;1,242;0;0,108;0
"157";55,334;2,275;0,013;0,021;0,724;0,058;5,032;26,042;5,562;0,872;4,049;0;0,018;0
"158";8,679;7,598;0,12;0,433;47,525;0,093;0,633;4,604;26,559;2,738;0,892;0;0,126;0
"159";14,517;23,202;0,232;0,152;1,406;0,272;0,515;4,085;50,785;3,764;0,983;0;0,088;0
"160";21,48;16,664;0,38;0,134;2,019;2,131;0,706;8,879;43,622;2,741;1,001;0;0,243;0
"161";21,234;6,302;0,052;0,498;1,317;6,654;0,577;2,471;49,809;1,896;9,151;0;0,039;0
"162";17,457;38,591;4,923;0,624;7,896;2,442;2,345;7,138;0;16,344;2,071;0;0,17;0
"163";36,305;5,961;0,073;0,033;10,817;0,145;2,126;3,591;11,68;26,398;2,752;0;0,119;0
"164";17,614;30,075;0,714;0,051;3,359;0,126;0,927;6,478;30,635;2,161;7,711;0;0,146;0
"165";62,913;6,442;7,076;0,064;1,465;0,183;0,154;6,395;12,073;2,813;0,334;0;0,088;0
"166";34,689;30,657;0,054;0,083;5,703;0,613;8,572;5,695;0;7,842;3,121;0;2,971;0
"167";55,508;10,448;0,129;0,041;3,928;0,656;1,498;2,987;0;23,139;1,487;0;0,178;0
"168";7,737;13,891;1,823;0,091;5,445;0,797;0,364;5,267;53,974;4,086;5,079;0;1,446;0
"169";69,948;5,976;0,013;0;10,574;0,1;0,123;1,937;7,59;1,144;0,265;0;2,33;0
"170";45,106;2,222;1,441;0,02;0,795;0,03;0,246;0,277;13,737;35,931;0,165;0;0,031;0
"171";12,084;7,678;0,039;0,137;0,753;0,403;0,431;5,933;11,263;2,114;59,089;0;0,075;0
"172";7,858;44,497;0,452;0,265;3,637;1,72;0,824;4,647;32,289;2,472;0,888;0;0,451;0
"173";10,573;8,602;0,273;0,321;15,513;2,666;0,253;2,038;56,058;2,94;0,576;0;0,188;0
"174";35,812;7,712;0,082;0,441;3,713;2,762;0,445;6,248;37,051;4,633;1,056;0;0,044;0
"175";17,539;28,234;0,037;0,425;10,313;0,677;17,399;20,259;0;1,578;2,53;0;1,008;0
"176";8,327;14,128;18,196;0;3,323;0,059;0,433;1,399;50,628;2,02;1,327;0;0,159;0
"177";7,556;15,02;0,084;0,207;1,336;0,284;0,281;2,543;65,79;1,261;1,32;0;4,318;0
"178";43,926;21,427;0,698;1,092;16,535;1,127;0,314;4,67;0;8,025;1,418;0;0,768;0
"179";4,168;11,114;0,032;0;2,266;0,113;0,207;46,652;33,132;1,786;0,375;0;0,156;0
"180";90,312;5,831;0,088;0,062;0,949;0,145;0,111;1,156;0;0,932;0,317;0;0,097;0
"181";11,817;21,037;0,282;0;17,482;0,247;2,53;32,567;0;10,478;3,407;0;0,152;0
"182";67,162;7,935;1,914;0,489;1,302;0,566;1,023;8,861;0;8,723;0,713;0;1,312;0
"183";42,82;14,641;0,061;0,308;1,17;0,13;0,552;6,444;30,717;2,278;0,826;0;0,053;0
"184";70,286;9,768;0,08;0,212;2,158;0,624;0,437;9,223;0;6,846;0,252;0;0,115;0
"185";45,772;5,201;0,04;0,033;2,203;0,564;0,201;21,32;20,612;2,917;0,662;0;0,476;0
"186";36,13;16,021;0,519;13,87;7,109;0,441;3,219;14,972;0;5,621;2,007;0;0,09;0
"187";31,807;15,9;0,231;1,073;2,245;0,056;0,163;7,221;33,508;6,901;0,832;0;0,064;0
"188";15,806;5,985;0,245;0,051;1,372;0,894;0,174;13,106;57,343;2,184;2,762;0;0,079;0
"189";45,168;5,548;0,09;0,119;0,786;0,169;1,564;13,389;20,607;2,861;9,641;0;0,058;0
"190";38,536;4,442;0,019;0,272;0,69;0,113;0,193;16,774;36,219;1,169;0,791;0;0,783;0
"191";0,163;0,129;0,003;0,034;0,067;0,003;0,011;99,516;0;0,062;0,011;0;0,001;0
"192";23,885;28,35;0,07;0,245;6,449;5,444;1,81;21,791;0;4,865;5,386;0;1,705;0
"193";33,851;31,43;0,369;0,096;4,378;0,469;0,489;20,68;0;6,589;1,082;0;0,568;0
"194";67,969;31,578;0,001;0,033;0,225;0,012;0,005;0,106;0;0,027;0,041;0;0,003;0
"195";7,731;18,714;0,029;27,188;10,305;0,277;0,393;3,198;24,37;2,466;5,184;0;0,144;0
"196";11,908;16,719;0,061;1,297;7,092;0,659;0,771;49,734;0;8,141;3,205;0;0,414;0
"197";20,452;20,799;0,066;0;3,762;3,052;2,154;14,756;0;33,285;1,379;0;0,296;0
"198";5,24;3,933;0,026;63,968;0,551;0,34;0,333;3,755;17,202;4,061;0,547;0;0,043;0
"199";26,229;4,757;0,181;0,176;2,025;0,212;1,238;8,956;50,024;5,173;0,772;0;0,256;0
"200";19,958;31,926;0,086;0,47;2,447;0,276;0,777;3,026;30,539;5,403;4,681;0;0,409;0
"201";20,222;5,923;0,135;0,162;4,151;0,282;0,844;3,734;54,651;8,38;0,775;0;0,74;0
"202";70,691;9,404;0,044;0,081;3,69;0,209;0,464;3,175;0;11,496;0,572;0;0,174;0
"203";16,249;26,632;0,506;0;4,373;0,229;0,645;3,799;41,146;2,779;3,567;0;0,075;0
"204";43,021;25,003;0,054;0,103;3,063;0,681;8,735;7,965;0;8,423;2,777;0;0,175;0
"205";61,202;14,038;0,141;0,107;3,268;0,449;4,329;3,267;0;8,789;1,868;0;2,543;0
"206";66,51;19,826;0,02;0,139;2,145;0,136;0,037;5,338;4,964;0,726;0,138;0;0,021;0
"207";12,926;16,44;0,146;0,115;13,968;0,244;0,488;11,8;34,754;7,077;1,889;0;0,153;0
"208";22,969;13,324;0,007;0,047;0,993;0,173;0,484;23,517;36,126;1,943;0,334;0;0,085;0
"209";27,892;6,23;0,25;0,047;29,282;22,097;2,284;3,966;0;6,642;0,908;0;0,403;0
"210";33,177;9,924;0,066;0,153;3,49;0,792;0,373;4,33;35,018;11,842;0,697;0;0,138;0
"211";60,727;10,021;0,274;0,281;11,269;0,585;0,652;4,406;0;9,169;1,277;0;1,339;0
"212";89,321;4,389;0,242;0,04;3,792;0,183;0,209;0,638;0;0,958;0,22;0;0,007;0
"213";24,031;35,142;0,253;1,994;10,427;0,595;1,416;17,12;0;6,432;1,698;0;0,892;0
"214";22,892;21,045;0,135;0,044;2,458;0,674;0,984;4,401;27,921;16,943;2,289;0;0,214;0
"215";61,829;15,398;0,148;0,06;1,3;0,109;0,257;2,583;15,697;1,465;1,026;0;0,129;0
"216";17,696;26,821;0,45;0,451;5,177;5,203;0,844;4,679;29,715;7,154;1,624;0;0,186;0
"217";13,376;51,91;0,249;1,47;4,158;1,137;3,394;15,127;0;4,954;2,903;0;1,322;0
"218";7,788;7,259;0;0,665;1,223;0,127;0,776;2,589;54,367;24,313;0,834;0;0,06;0
"219";9,608;64,191;0,156;0,266;4,497;0,197;0,095;1,866;17,128;1,254;0,715;0;0,029;0
"220";4,184;0,892;0,016;0,029;0,717;2,581;0,105;0,566;3,786;86,938;0,151;0;0,035;0
"221";14,673;11,359;0,102;0,158;2,426;5,201;0,492;3,658;35,818;20,336;1,148;0;4,63;0
"222";20,656;24,672;0,454;0,544;5,32;14,852;2,401;23,667;0;3,55;3,571;0;0,315;0
"223";18,146;12,502;0,113;0,156;9,269;1,576;0,622;21,661;0;31,63;3,903;0;0,423;0
"224";7,658;8,069;0,085;0,062;2,451;1,012;1,25;50,949;24,904;1,516;1,171;0;0,873;0
"225";21,915;53,439;0,087;3,178;4,734;1,316;0,59;9,132;0;3,752;1,363;0;0,493;0
"226";56,326;4,32;0,1;0,112;1,832;0,168;0,678;3,513;23,702;8,526;0,59;0;0,133;0
"227";2,827;24,674;0,043;0,097;4,262;1,137;3,329;15,334;36,542;9,962;1,732;0;0,061;0
"228";14,223;12,481;0,048;0,026;6,181;0,281;0,458;60,166;0;4,022;1,903;0;0,212;0
"229";16,992;12,725;0,019;0,292;4,389;0,315;1,696;1,644;55,481;5,438;0,867;0;0,143;0
"230";12,476;60,606;0,12;1,394;19,405;0,102;0,399;2,113;0;2,781;0,386;0;0,218;0
"231";14,09;15,729;0,083;0,148;1,749;0,195;0,165;43,785;0;22,981;0,835;0;0,238;0
"232";70,233;5,105;0,007;0,079;0,845;0,046;0,871;1,549;15,509;4,389;1,334;0;0,034;0
"233";5,369;78,1;0,227;0,107;0,861;0,311;0,506;10,742;0;3,24;0,378;0;0,159;0
"234";10,058;3,972;0,014;0;2,236;0,23;0,174;1,125;23,141;56,444;2,489;0;0,115;0
"235";23,46;15,994;0,065;0,306;8,596;0,062;0,405;20,047;0;28,612;1,044;0;1,41;0
"236";13,763;5,611;0,109;0,1;68,809;0,173;0,215;2,494;0;1,659;6,926;0;0,14;0
"237";25,702;37,813;0,056;0;7,215;2,63;0,935;14,064;0;10,258;1,124;0;0,203;0
"238";37,802;19,244;1,665;9,699;3,36;0,613;1,292;16,602;0;6,76;2,493;0;0,47;0
"239";35,637;21,888;0,145;0,11;35,961;0,293;0,372;3,013;0;2,086;0,353;0;0,142;0
"240";50,348;27,127;0,238;0,021;2,208;0,228;0,576;14,259;0;2,307;2,257;0;0,432;0
"241";18,335;12,101;0,104;0,613;5,187;0,207;2,704;2,309;47,557;9,394;1,413;0;0,076;0
"242";9,853;35,772;0,088;0,039;2,253;0,274;0,933;6,104;16,282;19,435;8,817;0;0,149;0
"243";5,856;73,045;0,021;0,155;5,698;0,064;0,784;2,62;9,773;1,574;0,31;0;0,1;0
"244";9,233;10,997;1,259;0,02;5,214;0,122;1,327;9,517;56,245;1,928;1,783;0;2,355;0
"245";15,909;16,526;0,109;0,113;2,711;0,224;0,566;4,448;54,107;2,069;1,35;0;1,868;0
"246";17,945;11,578;0,255;0,237;5,704;0,333;1,041;4,752;31,984;24,351;0,682;0;1,14;0
"247";64,22;3,698;0,808;0,059;11,214;0,66;1,036;3,293;11,642;1,278;2,066;0;0,026;0
"248";24,64;16,266;0,025;0,066;4,182;1,925;0,418;14,65;27,644;8,08;1,278;0;0,828;0
"249";58,12;9,615;0,251;0,233;8,756;4,585;1,27;10,046;0;3,649;3,34;0;0,133;0
"250";32,252;13,791;0,032;0,093;12,185;0,241;0,167;1,359;36,31;2,611;0,785;0;0,176;0
"251";34,821;6,811;0,274;0,885;2,093;0,189;2,037;3,779;43,155;4,475;1,239;0;0,242;0
"252";0,624;0,963;0,001;0;0,046;0,006;0,015;0,097;0;98,168;0,055;0;0,024;0
"253";21,881;29,708;0,501;1,17;26,734;1,97;1,007;11,247;0;3,521;2,028;0;0,232;0
"254";25,392;23,16;0,039;0,068;23,356;0,179;0,38;3,336;0;6,652;17,191;0;0,247;0
"255";1,759;0,935;0,007;0,122;3,601;0,072;0,878;5,75;2,362;84,391;0,083;0;0,04;0
"256";23,462;12,246;1,099;0;4,929;0,724;1,496;32,781;0;10,971;11,899;0;0,393;0
"257";19,275;20,802;0,036;0,701;3,664;0,773;3,193;4,114;42,756;2,068;1,86;0;0,759;0
