"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"1";0;1,72;0;0,15;0,229;0;0,316;0,192;96,079;0,202;1,089;0;0,024;0
"2";0;0,027;0;0,023;0,037;0;0,339;0,115;98,983;0;0,467;0;0,01;0
"3";0;2,308;0;0,032;0,136;0;0,213;0,073;96,599;0,114;0,475;0;0,049;0
"4";0;0,018;0;0,126;1,523;0;0,111;0,283;97,532;0,07;0,203;0;0,135;0
"5";0;0,008;0;0,147;0,043;0;0,776;13,122;78,392;0,095;4,463;0;2,955;0
"6";0;0,061;0;0,363;0,102;0;0,324;0,115;98,478;0;0,468;0;0,09;0
"7";0;0,015;0;0,005;0,04;0;0,334;0,451;96,685;2,262;0,203;0;0,005;0
"8";0;0,248;0;0,041;0,138;0;0,511;0,178;93,824;0,013;5,031;0;0,015;0
"9";0;0,029;0;0,008;0,06;0;0,291;0,033;99,259;0,108;0,199;0;0,014;0
"10";0;0,026;0;0,029;0,085;0;0,174;0,096;98,606;0;0,94;0;0,044;0
"11";0;0,007;0;0,02;0,11;0;0,141;0,037;98,684;0,099;0,897;0;0,006;0
"12";0;0,009;0;0;0,143;0;0,199;0,143;98,78;0,081;0,618;0;0,028;0
"13";0;0;0;0,046;0,046;0;0,276;0,054;99,257;0;0,283;0;0,04;0
"14";0;0,011;0;0,055;0,084;0;1,467;3,888;91,477;0,109;2,882;0;0,028;0
"15";0;0,012;0;0,036;0,036;0;11,036;0,064;88,496;0;0,277;0;0,043;0
"16";0;0,007;0;0,033;0,191;0;0,359;0,088;98,364;0;0,954;0;0,005;0
"17";0;0,02;0;0,039;0,076;0;0,036;0,072;97,954;0,076;1,717;0;0,011;0
"18";0;0;0;0,015;0,033;0;0,226;0,046;98,638;0,015;1,022;0;0,004;0
"19";0;0;0;0,013;0,14;0;0,193;0,14;99,109;0,07;0,277;0;0,058;0
"20";0;0,01;0;0,038;0,03;0;0,306;0,11;97,878;0;1,582;0;0,047;0
"21";0;0,021;0;0,258;0,11;0;1,793;0,072;96,646;0,022;1,044;0;0,033;0
"22";0;0,022;0;0,312;0,037;0;4,839;0,092;94,127;0,022;0,486;0;0,062;0
"23";0;0,006;0;0;0,027;0;0,159;0,02;99,191;0;0,568;0;0,031;0
"24";0;0,064;0;0,27;0,423;0;0,142;26,352;71,639;0,137;0,968;0;0,005;0
"25";0;0;0;0,017;0,079;0;0,501;0,196;98,192;0,181;0,821;0;0,013;0
"26";0;0,013;0;0,04;0,624;0;0,607;0,104;97,965;0;0,461;0;0,186;0
"27";0;0,225;0;0,036;0,112;0;0,373;10,159;88,874;0,03;0,133;0;0,057;0
"28";0;0,018;0;0,009;0,054;0;0,275;0,068;99,001;0,161;0,412;0;0;0
"29";0;0,019;0;0,045;0,03;0;0,776;0,035;98,765;0,032;0,284;0;0,013;0
"30";0;0,033;0;0,019;0,066;0;0,644;0,288;98,786;0;0,156;0;0,007;0
"31";0;0,014;0;0,021;0,397;0;0,258;0,079;98,189;0,01;0,567;0;0,465;0
"32";0;0,03;0;0,034;0,072;0;0,724;0,089;98,412;0,048;0,581;0;0,01;0
"33";0;0,06;0;0;0,03;0;0,259;0,823;98,646;0,018;0,158;0;0,007;0
