"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"147";10,917;0,752;0,005;0,121;0,097;0,442;1,135;1,366;80,181;3,513;1,422;0;0,048;0
"148";4,769;0,983;0;0,059;0,107;0,551;0,664;4,416;84,024;1,806;2,51;0;0,111;0
"149";1,249;0,419;0,013;0,031;0,854;0,148;1,453;1,199;77,378;2,578;4,966;0;9,711;0
"150";6,122;1,216;0,014;0,135;0,294;0,509;3,598;1,607;82,101;2,843;1,199;0;0,362;0
"151";2,008;0,741;0,011;0,042;0,105;0,057;2,341;2,285;84,569;4,664;3,148;0;0,029;0
"152";14,617;8,622;0,02;0,074;1,243;0,52;2,277;10,072;41,017;4,437;16,998;0;0,102;0
"153";17,867;1,8;0;0,108;0,463;2,338;1,474;2,241;69,793;1,557;2,097;0;0,261;0
"154";2,698;0,238;0,015;0,035;43,386;0,108;0,242;1,087;51,616;0,279;0,239;0;0,056;0
"155";5,584;1,77;0;0;0,051;0,455;0,651;0,815;86,072;1,407;3,079;0;0,114;0
"156";3,89;0,955;0,042;0,152;0,253;0,688;0,538;1,027;90,432;1,579;0,423;0;0,021;0
"157";5,824;1,411;0,018;0,55;0,149;1,62;0,709;2,889;54,124;27,719;1,339;0;3,647;0
"158";1,4;3,358;0,016;0,132;0,091;0,277;0,727;2,69;79,292;1,275;10,677;0;0,066;0
"159";10,415;0,787;0,025;0,218;1,972;0,294;0,472;1,323;62,648;20,974;0,85;0;0,022;0
"160";5,583;1,141;0;0,05;1,104;0,681;1,353;17,912;63,637;6,407;1,987;0;0,144;0
"161";6,668;14,111;0,069;0,408;0,323;3,782;8,689;15,111;36,713;6,068;5,615;0;2,442;0
"162";4,201;49,464;0;0,424;0,277;0,22;0,971;2,322;36,155;2,013;3,937;0;0,016;0
"163";1,824;12,371;0,007;0,039;0,254;0,318;1,203;9,64;64,762;1,446;7,964;0;0,172;0
"164";1,258;0,715;0,005;0,096;0,096;0,108;1,321;1,996;91,698;2,102;0,547;0;0,058;0
"165";2,711;0,596;0,011;0;0,767;0,211;0,619;1;90,704;0,412;2,961;0;0,007;0
"166";5,656;1,928;0,28;0,118;0,233;0,777;1,99;50,384;36,799;0,767;0,92;0;0,148;0
"167";2,523;1,084;0,015;0,076;0,334;1,533;0,875;0,953;79,742;11,615;1,162;0;0,088;0
"168";14,29;1,523;0,234;0,178;0,841;0,376;1,907;3,746;63,944;5,863;3,235;0;3,863;0
"169";21,974;2,205;0,097;0,315;0,138;1,701;1,762;16,58;44,915;8,005;2,184;0;0,123;0
"170";2,078;1,294;0;0,484;0,344;1,517;26,972;4,561;48,385;12,931;1,368;0;0,065;0
"171";5,778;2,364;0,065;0,973;0,854;1,829;1,856;6,83;34,966;41,596;2,747;0;0,14;0
"172";7,481;2,245;0,032;0,199;0,239;3,329;0,804;12,401;66,206;3,019;3,743;0;0,302;0
"173";5,446;1,378;0;0,056;0,604;0,994;1,043;16,449;71,727;1,421;0,567;0;0,317;0
"174";1,231;1,282;0;0,135;0,231;0,161;1,141;4,962;82,453;6,878;0,426;0;1,098;0
"175";12,965;2,648;0,093;0,387;0,547;2,038;4,23;7,051;64,364;3,254;2,38;0;0,044;0
"176";1,274;0,646;0,005;0,063;0,067;0,119;0,847;75,571;16,431;4,308;0,612;0;0,057;0
"177";5,416;1,111;0;0,043;1,572;1,4;0,781;2,244;82,419;0,788;4,122;0;0,104;0
"178";1,744;3,821;0,006;0,041;0,195;0,242;0,683;13,763;71,132;6,212;2,032;0;0,128;0
"179";3,093;17,702;0,093;0,082;0,354;13,522;0,777;3,433;51,354;8,055;1,374;0;0,161;0
"180";5,382;2,154;0,005;0,137;0,043;0,341;0,641;1,223;84,777;4,046;0,986;0;0,265;0
"181";8,516;1,032;0,064;0,602;0,196;1,24;2,526;5,895;68,976;9,094;1,822;0;0,037;0
"182";1,084;0,266;0,011;0,063;0,065;5,138;0,59;55,038;34,367;1,52;1,827;0;0,032;0
"183";6,249;1,263;0;0,025;0,176;0,4;0,791;2,572;68,098;16,688;3,374;0;0,365;0
"184";2,968;3,435;0,007;0,401;0,084;0,125;1,545;4,633;51,856;34,377;0,525;0;0,044;0
"185";8,665;1,491;0;0,085;1,267;1,732;2,418;1,166;52,896;27,412;2,543;0;0,324;0
"186";7,069;0,726;0,021;0,078;0,373;0,239;1,038;0,939;56,591;32,005;0,905;0;0,016;0
"187";1,907;1,503;0;0,063;0,216;0,228;3,583;1,645;87,751;2,331;0,631;0;0,143;0
"188";7,622;2,464;0;0,124;0,124;0,252;2,151;6,247;64,478;14,103;1,919;0;0,516;0
"189";11,47;1,991;0,014;0,676;3,954;1,125;3,056;6,342;63,447;3,077;4,796;0;0,052;0
"190";5,973;1,574;0;0,082;0,162;0,238;0,896;0,867;85,595;2,948;1,543;0;0,122;0
"191";14,408;2,487;0,006;0,139;0,115;0,262;1,505;15,298;62,748;2,484;0,53;0;0,02;0
"192";16,226;14,905;1,489;0,096;0,091;1,193;2,625;11,036;45,257;3,411;3,638;0;0,033;0
"193";5,132;27,032;0;0,574;0,066;0,084;0,455;34,873;28,531;2,965;0,256;0;0,032;0
"194";5,561;2,903;0;0,128;0,12;0,173;2,289;3,463;71,657;7,329;6,301;0;0,074;0
"195";4,937;0,864;0,035;0,094;0,292;0,421;0,811;1,205;73,31;2,755;15,237;0;0,041;0
"196";14,87;1,167;0,05;0,059;0,105;0,812;6,273;6,97;62,546;3,426;3,683;0;0,038;0
"197";1,259;0,85;0,06;8,708;0,247;0,42;1,423;3,519;79,839;2,623;1,022;0;0,03;0
"198";4,277;0,882;0,014;1,835;0,272;0,767;1,432;2,927;81,391;4,619;1,481;0;0,106;0
"199";14,998;1,145;0,006;0,317;0,291;0,593;2,337;3,579;42,92;27,468;6,065;0;0,281;0
"200";26,635;0,977;0;0,169;0,411;0,351;1,074;3,35;64,784;1,488;0,731;0;0,029;0
"201";4,122;0,363;0,065;0,085;0,17;0,093;3,981;9,569;75,502;4,884;1,062;0;0,105;0
"202";7,041;0,611;0,005;0,617;2,291;0,117;2,014;1,575;72,502;12,178;0,989;0;0,061;0
"203";1,602;0,92;0;0,173;1,719;0,431;0,846;4,626;85,754;2,067;1,197;0;0,665;0
"204";2,654;0,751;0,043;0,231;0,108;0,179;0,989;21,921;69,808;2,747;0,306;0;0,264;0
"205";1,963;1,072;0;0,028;0,325;0,147;2,386;4,208;88,361;0,591;0,743;0;0,176;0
"206";15,472;2,254;0,068;1,136;0,265;12,27;1,254;3,946;53,423;4,762;3,04;0;2,11;0
"207";3,061;8,862;0,039;0,027;0,242;0,521;1,387;1,75;81,153;1,247;1,392;0;0,32;0
"208";7,37;1,188;0,019;0,109;0,679;0,407;1,041;4,009;80,045;3,352;1,728;0;0,052;0
"209";0,84;0,455;0,009;1,501;0,069;0,038;2,938;37,198;54,799;0,981;0,444;0;0,729;0
"210";3,75;1,291;0;0,043;0,047;3,229;0,297;3,5;63,501;23,647;0,62;0;0,075;0
"211";15,235;1,619;0,04;0,388;0,167;0,294;2,057;2,991;67,736;6,973;2,414;0;0,087;0
"212";2,591;3,968;0,012;0,067;4,934;0,579;1,482;7,855;75,741;1,741;0,886;0;0,146;0
"213";5,425;0,5;0,021;0,282;0,171;1,745;2,118;3,997;82,273;2,009;1,285;0;0,174;0
"214";18,563;0,805;0,012;0,088;0,121;0,52;0,56;4,683;69,247;2,191;3,097;0;0,114;0
"215";3,309;5,586;0,072;0,611;0,194;1,034;2,731;14,084;61,847;1,88;8,386;0;0,266;0
"216";12,435;3,181;0;0,259;0,16;1,072;2,079;2,571;72,985;2,947;2,142;0;0,169;0
"217";5,877;1,483;0;3,727;0,114;1,482;3,26;7,762;69,993;4,872;1,159;0;0,273;0
"218";6,242;10,549;0,011;0,31;0,436;0,522;19,697;7,405;46,637;3,329;2,325;0;2,538;0
"219";3,553;1,623;0,275;0,307;0,65;0,607;2,217;53,308;26,185;4,086;6,263;0;0,926;0
"220";29,408;3,142;0;0;0,067;0,199;0,363;0,303;38,834;26,738;0,332;0;0,614;0
"221";8,614;3,563;0,023;0,103;0,221;0,143;0,866;4,217;77,643;3,087;1,382;0;0,138;0
"222";6,08;1,415;0,029;0,561;0,291;0,443;2,342;2,173;79,938;4,915;1,728;0;0,082;0
"223";2,802;0,816;0,009;0,173;0,219;0,194;1,072;0,698;55,489;37,47;0,993;0;0,066;0
"224";5,612;1,24;0,003;0,115;0,265;0,115;0,412;0,325;89,909;1,357;0,625;0;0,021;0
"225";15,591;4,926;0;0;0,524;3,778;1,241;4,411;44,104;4,422;18,418;0;2,585;0
"226";20,187;2,442;0;0,1;0,28;0,173;2,469;2,363;69,012;2,188;0,655;0;0,129;0
"227";2,429;1,476;0,009;0,046;0,431;1,964;2,408;29,325;37,313;23,004;1,077;0;0,518;0
"228";4,357;1,432;0,014;0,238;0,125;0,493;2,259;3,268;84,239;2,851;0,681;0;0,045;0
"229";5,064;0,822;0;0;0,727;0,281;2,641;1,257;83,984;4,375;0,707;0;0,143;0
"230";1,991;0,877;0;0,094;0,066;12,307;0,7;4,134;76,293;2,4;1,096;0;0,04;0
"231";14,419;1,488;0,01;0,256;0,24;0,318;8,402;6,347;55,444;3,269;9,643;0;0,164;0
"232";4,056;0,49;0,019;0,412;0,114;0,226;0,665;3,476;39,47;50,546;0,416;0;0,111;0
"233";9,859;1,007;0,01;0,078;0,114;0,691;0,499;1,832;79,788;2,657;3,369;0;0,096;0
"234";2,508;7,516;0;1,005;0,791;0,577;2,748;1,072;70,016;11,705;1,851;0;0,211;0
"235";5,763;1,949;0,217;0,034;0,233;1,467;2,241;3,804;79,862;3,338;0,977;0;0,116;0
"236";3,493;16,06;0,013;0,348;0,403;0,525;2,92;1,095;57,9;16,594;0,62;0;0,029;0
"237";4,754;2,412;0;0,027;0,225;0,357;2,826;4,196;23,964;6,184;54,586;0;0,471;0
"238";12,036;3,228;0,067;0,161;0,341;0,506;1,17;1,973;75,787;3,74;0,926;0;0,066;0
"239";3,573;1,064;0,008;0,046;0,271;0,118;0,621;2,841;89,032;1,459;0,734;0;0,234;0
"240";7,259;2,417;0,037;0,01;0,047;0,189;1,208;0,581;83,12;2,454;2,659;0;0,02;0
"241";5,425;2,039;0,03;0,109;0,315;0,786;2,535;15,48;57,995;6,22;7,875;0;1,192;0
"242";8,714;0,69;0,005;0,132;0,12;0,542;1,569;3,781;69,604;13,185;1,563;0;0,094;0
"243";3,726;70,981;0,003;0;0,077;0,257;1,981;0,913;16,08;4,435;1,537;0;0,012;0
"244";2,444;1,588;0,005;0,465;0,328;0,131;1,688;4,815;81,043;4,179;3,194;0;0,121;0
"245";1,112;0,779;0,016;0,05;0,307;0,138;0,513;8,445;79,44;6,48;2,687;0;0,032;0
"246";22,99;2,671;0,092;1,541;12,592;1,708;1,751;15,158;35,485;3,771;1,733;0;0,507;0
"247";1,845;2,089;0,003;0,036;0,145;0,17;0,42;2,428;79,877;11,605;1,304;0;0,078;0
"248";1,042;2,07;0,005;0,034;0,184;0,614;3,66;1,746;34,727;54,691;1,158;0;0,068;0
"249";5,202;0,521;0,006;0,112;0,156;0,392;0,86;3,076;82,342;3,721;3,572;0;0,04;0
"250";1,916;1,585;0,011;0,025;0,172;0,18;0,697;3,871;80;10,983;0,461;0;0,098;0
"251";6,74;3,088;0,02;0,098;0,274;0,238;18,271;3,83;64,669;1,613;1,129;0;0,03;0
"252";16,969;3,106;0;1,728;1,418;4,497;9,571;7,438;47,931;3,854;2,623;0;0,866;0
"253";2,24;1,99;0;0,399;0,793;0,242;0,863;2,338;86,424;1,288;1,107;0;2,316;0
"254";5,792;5,568;0,056;0,121;7,804;1;4,101;6,381;38,72;14,998;15,185;0;0,273;0
"255";6,253;9,866;0;2,046;0,081;1,548;4,524;1,875;69,305;3,255;1,172;0;0,077;0
"256";4,559;1,47;0,03;0,149;0,122;1,029;1,16;2,702;79,349;8,089;1,247;0;0,094;0
