"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"1";31,713;5,567;0,189;15,703;4,493;5,687;24,342;2,507;0;8,396;1,403;0;0;0
"2";70,546;5,639;0,081;0,937;1,83;0,143;10,701;2,817;0;6,348;0,959;0;0;0
"3";87,633;6,01;0,005;0,431;1,189;0,088;2,661;0,183;0;1,298;0,501;0;0;0
"4";39,037;3,401;0,163;7,012;16,801;7,913;6,209;1,155;0;14,648;3,662;0;0;0
"5";22,017;0,631;6,627;4,291;0,553;0,144;13,938;19,027;0;31,799;0,972;0;0;0
"6";51,962;4,16;11,63;7,848;2,006;0,51;5,407;1,428;0;13,782;1,267;0;0;0
"7";44,823;42,474;0,112;0,529;1,144;0,101;5,216;1,509;0;3,613;0,48;0;0;0
"8";25,421;16,806;0,801;6,543;10,114;0,72;10,759;16,34;0;11,771;0,725;0;0;0
"9";45,294;36,128;0,012;2,919;4,033;0,267;6,098;1,767;0;1,817;1,664;0;0;0
"10";73,139;5,926;0,165;1,375;1,278;0,36;7,45;1,088;0;8,171;1,048;0;0;0
"11";59,866;16,26;0,528;4,615;1,276;1,014;11,578;0,755;0;3,278;0,829;0;0;0
"12";15,021;47,201;0,02;30,643;0,45;0,987;1,188;3,801;0;0,56;0,128;0;0;0
"13";97,042;1,805;0,005;0,05;0,046;0,004;0,259;0,536;0;0,221;0,033;0;0;0
"14";1,647;0,257;0,005;0,058;0,078;0,004;0,925;96,556;0;0,157;0,312;0;0;0
"15";55,179;15,285;0,435;2,107;3,486;0,414;10,48;5,504;0;4,733;2,377;0;0;0
"16";53,929;12,371;0,068;3,651;5,284;0,869;10,383;5,104;0;5,835;2,505;0;0;0
"17";81,998;7,837;0,027;0,401;1,108;0,152;3,827;0,373;0;4,112;0,164;0;0;0
"18";80,212;6,292;0;0,655;1,004;0,127;9,668;0,556;0;1,239;0,248;0;0;0
"19";47,908;4,618;0,041;11,312;2,727;1,702;18,286;3,376;0;4,607;5,424;0;0;0
