"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"50";0;1,777;0,859;4,202;20,971;5,097;52,656;5,122;4,84;4,476;0
"51";11,137;1,961;0,44;2,124;1,111;4,065;42,421;9,408;15,482;11,851;0
"52";4,515;1;0,277;0;2,504;49,164;10,818;10,682;17,08;3,959;0
"53";0,383;1,048;0;7,295;1,583;2,285;32,922;23,301;24,845;6,337;0
"54";0,205;0,905;0;2,552;2,456;35,305;30,688;16,127;6,515;5,246;0
"55";0;6,082;0,457;18,617;0,375;6,569;36,565;11,461;12,024;7,852;0
"56";0,042;0,719;0,21;1,464;12,887;9,262;27,768;21,294;8,577;17,777;0
"57";0;8,131;0,425;1,898;1,11;1,333;23,324;0;3,042;60,737;0
"58";0;0,647;0,161;2,415;4,073;0;44,837;23,051;21,507;3,309;0
"59";0;0,283;0,262;3,077;4,976;2,037;68,123;11,018;6,175;4,05;0
"60";0,515;0,72;0,063;0,943;0,077;0,592;94,415;0;0,578;2,098;0
"61";0,795;2,455;0,397;4,195;6,804;22,346;37,822;0;14,624;10,563;0
"62";0,015;0,242;0,031;1,776;92,814;0,059;4,028;0,246;0,523;0,266;0
"63";0;3,445;0,199;2,103;0,331;0,742;88,028;0;2,276;2,876;0
"64";0,379;5,88;5,351;4,792;1,252;12,989;28,947;0;21,272;19,139;0
"65";1,95;6,198;0,229;1,868;2,53;0,658;17,069;0;51,423;18,076;0
"66";0,109;5,254;0,055;3,813;0,461;2,181;57,824;20,175;7,872;2,256;0
"67";0;0,726;0,077;0;0,284;4,694;83,792;0;6,376;4,05;0
"68";0,261;17,274;0;7,013;28,335;4,672;19,39;0;18,597;4,458;0
"69";0;0,963;0,068;3,364;8,073;1,034;66,226;9,51;5,473;5,288;0
"70";0,938;3,327;0,472;0;0,251;1,555;52,11;25,129;12,164;4,053;0
"71";0;5,828;0,296;6,074;1,154;3,758;35,418;0;39,986;7,487;0
"72";0,052;0,912;0,011;0,394;0,154;0,301;1,752;94,195;1,581;0,648;0
"73";1,499;4,517;1,378;5,217;0,714;22,647;47,63;0;8,689;7,71;0
"74";0,102;1,496;0,721;13,743;0,929;3,593;52,731;14,585;9,391;2,71;0
"75";1,887;17,553;0;6,198;0,294;4,397;42,936;16,562;6,843;3,33;0
"76";0,099;0,625;0,132;22,822;5,802;3,673;48,783;11,119;5,086;1,858;0
"77";0;1,659;0,017;6,532;0,069;76,196;10,9;2,77;1,155;0,702;0
"78";0,109;1,797;0,749;1,445;0,524;3,683;36,337;40,949;11,664;2,743;0
"79";0;2,755;0,435;0;4,577;15,845;49,142;13,462;9,787;3,998;0
"80";0,907;3,311;0,61;3,598;0,683;29,806;32,415;0;18,498;10,171;0
"81";0,218;1,138;2,743;21,617;0,225;15,946;32,093;9,142;14,355;2,523;0
"82";0;0,213;0,053;0,176;0,041;1,521;50,623;0;47,07;0,303;0
"83";2,837;0,927;0,666;12,636;0,998;8,04;41,671;0;16,501;15,724;0
"84";0;8,168;0,546;6,953;0,784;15,219;29,928;4,316;11,767;22,319;0
"85";0;2,577;1,867;7,85;7,251;0;41,174;17,576;16,129;5,575;0
"86";0;0,68;0,314;2,927;2;50,503;24,953;0;15,133;3,489;0
"87";0,058;1,102;0,431;0,438;25,34;0,587;10,259;40,445;3,994;17,346;0
"88";0;0,209;0,151;0,309;0,154;0,884;7,819;0;89,977;0,496;0
"89";0;2,001;0,536;0,687;0,199;16,342;52,067;0;26,021;2,147;0
"90";0,202;5,825;0,117;22,934;0,701;18,883;19,079;0;30,558;1,702;0
"91";0,066;1,64;0,073;1,076;0,102;60,836;11,401;19,446;3,64;1,719;0
"92";0;43,087;0,605;0,818;0,254;19,061;7,81;23,651;3,265;1,449;0
"93";0;0;0,044;1,1;0,046;0,312;2,438;92,814;2,78;0,466;0
"94";0,777;2,292;0,585;1,726;0,288;11,191;69,277;0;10,316;3,549;0
"95";3,514;3,599;0,933;5,426;0,349;7,66;69,023;0;5,458;4,037;0
"96";0,591;0;0;7,567;1,473;18,7;41,915;0;8,677;21,076;0
"97";0,247;0,181;0,037;4,728;0,044;1,879;11,75;79,51;0,605;1,018;0
"98";0,023;0,536;0;0,901;0,1;0,672;5,146;0;91,449;1,173;0
"99";0,412;4,354;0,93;4,865;1,883;39,346;25,245;6,655;12,055;4,256;0
"100";16,564;4,438;1,055;4,509;0,708;2,342;61,051;0;5,749;3,584;0
"101";0;1,706;0,285;2,47;0,228;7,652;13,099;9,238;61,181;4,141;0
"102";0,078;2,9;0,41;0;0,402;15,936;57,902;14,848;2,293;5,23;0
"103";0;1,48;0,176;2,967;1,225;6,986;50,234;12,188;19,337;5,407;0
"104";0,386;6,997;0,889;0;9,118;5,158;34,639;0;37,377;5,435;0
"105";4,805;2,296;0,436;3,761;0,138;6,15;38,062;21,722;20,056;2,574;0
"106";0,217;0;0,496;1,936;22,202;5,406;26,49;13,684;13,947;15,621;0
"107";0;0,464;0,522;1,215;0,33;1,88;6,996;0;87,529;1,064;0
"108";0,237;2,009;0;2,362;0,229;0,546;91,759;0;1,962;0,896;0
"109";0;2,887;4,944;3,419;2,004;4,165;51,07;0;14,889;16,621;0
"110";0;2,542;0,726;4,231;0,64;3,777;48,126;0;37,535;2,423;0
"111";0;1,536;0,397;4,106;0;3,925;40,647;29,088;13,879;6,422;0
"112";0;3,075;0,289;4,587;0,26;7,686;64,085;0;14,871;5,148;0
"113";0,161;0,382;0,246;0;1,787;8,577;60,476;0;25,394;2,977;0
"114";0,42;0,936;0,155;1,348;0,554;9,449;10,128;0;73,964;3,046;0
"115";0,048;1,324;0,226;0;0,855;2,788;83,85;7,316;1,984;1,61;0
"116";0,277;2,327;0,749;7,143;0;10,606;19,336;26,647;29,74;3,176;0
"117";0;1,309;0,344;5,171;0,526;11,748;68,805;0;8,969;3,127;0
"118";0,15;26,624;0,161;4,791;0,459;1,661;18,685;38,202;4,674;4,594;0
"119";0,307;0,913;0,051;1,02;0,227;1,403;86,906;0;7,459;1,715;0
"120";0,132;0,959;0,639;2,643;1,117;21,644;16,166;39,421;14,024;3,255;0
"121";0,136;0,675;0,08;7,582;0,253;2,084;30,517;0;55,997;2,675;0
"122";0;6,473;0,175;15,348;0,714;5,565;41,747;5,691;18,902;5,385;0
"123";0,294;19,879;1,279;3,04;0,831;8,01;39,11;15,573;8,107;3,877;0
"124";0;1,653;0,684;3,498;0,49;12,322;49,747;9,46;12,674;9,473;0
"125";0,005;0,108;0,027;0;0,051;0,822;5,719;0;93,155;0,114;0
"126";0;3,198;0,606;1,855;0,811;6,898;32,072;20,576;28,711;5,274;0
"127";0,037;0,323;0,082;6,075;0,304;0,498;90,129;0;1,229;1,322;0
"128";0,137;16,203;0,197;5,081;2,302;0;18,594;45,362;8,026;4,098;0
"129";0,895;1,214;0,677;3,075;0,321;8,182;71,56;4,327;4,19;5,559;0
"130";0,231;2,404;0,733;12,771;2,686;17,492;46,284;0;13,02;4,38;0
"131";0,337;2,855;0,074;0;0,094;0,575;85,069;4,599;5,15;1,246;0
"132";0,303;1,433;3,929;0;0,123;0,655;58,517;0;23,782;11,26;0
"133";0,119;2,079;0;2,394;0,535;31,286;18,537;36,093;5,192;3,766;0
"134";0;0,131;0,195;2,366;0,3;1,027;9,486;3,795;82,229;0,472;0
"135";0,721;2,777;1,008;0;0,77;14,834;54,592;14,325;7,611;3,361;0
"136";0,224;2,416;0,376;3,76;0,223;8,224;73,965;0;7,239;3,573;0
"137";30,682;0;0,135;0;0,518;2,769;59,986;0;5,033;0,878;0
"138";0,24;2,075;0,485;4,989;0,295;13,683;54,639;0;18,358;5,236;0
"139";0;1,225;1,606;2,371;0,401;3,163;23,801;4,561;56,277;6,595;0
"140";0;5,277;0,48;11,786;0,859;21,279;30,771;11,018;6,735;11,795;0
"141";0,545;8,825;0;1,801;1,848;0;47,195;12,197;11,903;15,686;0
"142";0,873;9,597;0,174;6,41;0,154;1,01;65,598;4,467;6,274;5,443;0
"143";0,123;0,165;65,973;1,519;0,315;0,902;25,934;0;3,355;1,714;0
"144";0,341;9,712;2,526;9,497;1,129;0;39,974;14,735;16,593;5,492;0
"145";0;10,935;0,476;8,775;1,703;3,938;46,517;10,752;13,046;3,857;0
"146";1,396;34,672;0;14,506;0,419;10,623;29,152;0;5,027;4,205;0
"147";0;0,41;0,339;0,961;0,221;0,992;72,857;15,844;5,863;2,513;0
"148";0,138;1,9;0,066;20,451;0,749;6,391;52,398;0;15,198;2,71;0
"149";0,134;6,375;4,897;26,938;0,307;6,272;37,592;0;11,701;5,785;0
"150";0;7,399;1,274;4,236;2,952;8,183;39,01;12,931;12,919;11,096;0
"151";0,825;0,849;0,427;31,903;0,931;3,886;43,397;0;11,612;6,17;0
"152";0,085;4,569;0,208;15,141;0,467;3,307;54,033;7,192;10,927;4,071;0
"153";0,061;3,025;0,675;3,729;2,477;0,503;13,21;5,021;59,263;12,035;0
"154";0;3,707;0,332;1,267;2,331;2,324;80,193;0;5,991;3,854;0
"155";0,155;4,862;2,929;6,387;1,128;4,545;54,294;0;11,901;13,798;0
"156";28,129;0,849;0,478;2,918;0,478;2,559;51,823;0;8,123;4,645;0
"157";0;0,744;0,054;1,803;0,449;5,671;85,114;0;4,945;1,218;0
"158";0;0,081;0,034;42,064;0,092;0,6;5,403;0;3,025;48,701;0
"159";0,113;0,407;0,115;5,013;0,522;2,549;17,594;16,9;51,714;5,073;0
"160";0;4,031;0,693;2,807;2,247;0;67,711;13,433;5,877;3,201;0
"161";0,413;10,175;9,874;2,871;0,538;0;30,029;0;32,855;13,245;0
"162";0,635;0,28;1,054;4,211;7,624;8,64;30,311;35,764;7,039;4,442;0
"163";2,468;2,609;5,826;14,164;0,898;12,028;45,591;0;9,758;6,658;0
"164";0;0;0,736;8,765;10,606;8,823;20,23;26,382;18,319;6,139;0
"165";0,17;0,601;0,026;0,43;53,721;0;18,882;21,891;2,958;1,322;0
"166";0;0;0,262;11,988;0,222;5,954;48,677;15,653;14,279;2,964;0
"167";0;1,557;0,199;1,544;26,135;1,272;36,327;12,508;14,383;6,075;0
"168";0;0;1,535;6,962;0,532;10,489;66,917;5,556;4,104;3,907;0
"169";0,629;0;0,779;3,447;2,86;48,259;24,185;0;15,437;4,404;0
"170";0,429;2,203;0,187;5,742;0,954;28,642;23,88;15,258;10,847;11,858;0
"171";0,64;4,428;0,073;4,199;1,819;14,168;23,2;19,508;20,107;11,857;0
"172";0,376;2,558;0,745;0;12,797;1,26;73,163;0;7,252;1,849;0
"173";0,116;2,232;0,104;1,815;0,148;0,291;6,333;8,628;79,536;0,795;0
"174";0;2,06;0,243;11,88;1,919;12,348;39,66;6,497;10,082;15,311;0
"175";0,212;5,876;3,832;3,055;0,522;5,087;53,175;0;15,269;12,971;0
"176";0;3,335;1,55;2,055;0,43;22,571;28,228;21,628;17,54;2,664;0
"177";0;0,609;0,22;0,846;0,809;61,714;9,125;11,963;12,252;2,463;0
"178";0;7,425;0,223;5,426;8,342;5,45;44,502;8,04;12,756;7,836;0
"179";0;1,874;0,718;2,923;0,398;30,881;34,122;8,272;14,156;6,657;0
"180";5,292;1,058;0;3,863;38,82;6,054;19,34;10,808;5,931;8,834;0
"181";0;1,611;0,314;4,423;1,381;2,405;12,298;70,325;5,622;1,621;0
"182";0;3,973;2,41;5,559;1,257;10,043;52,569;0;18,665;5,523;0
"183";0,292;2,532;0,274;6,264;1,308;7,199;28,62;39,35;8,224;5,938;0
"184";0;1,141;0,093;37,681;0,743;4,741;28,56;12,666;10,854;3,522;0
"185";1,141;2,615;0;3,075;0,551;1,055;59,79;19,221;7,204;5,348;0
"186";0,118;2,051;0,883;10,634;11,852;6,623;47,984;0;13,248;6,607;0
"187";0;0,166;0,021;0,621;0,064;0,7;91,814;3,229;2,284;1,101;0
"188";0,23;6,924;0,61;29,561;0,447;5,05;24,873;0;25,836;6,468;0
"189";0,368;3,067;0,116;1,092;0,244;2,459;83,302;0;6,866;2,486;0
"190";0;1,858;0;3,579;0,811;3,31;72,355;0;8,747;9,341;0
"191";0,252;0;0;4,845;2,303;0;66,84;0;15,604;10,156;0
"192";0,586;36,306;1,009;2,87;6,208;0;25,342;0;22,88;4,8;0
"193";0;0,537;0,315;4,219;0,787;13,19;39,199;21,012;13,036;7,705;0
"194";0;8,106;0,052;0;0,205;0,365;86,861;0,73;2,661;1,02;0
"195";0,18;1,339;10,385;4,21;1,391;9,73;37,333;0;24,761;10,671;0
"196";1,226;1,51;0,232;5,608;1,718;0;67,777;14,206;4,32;3,404;0
"197";0,333;4,646;0,622;3,515;6,618;24,152;46,138;0;11,731;2,245;0
"198";0,451;6,908;0,18;7,896;0,589;8,517;50,305;0;12,543;12,611;0
"199";1,782;1,409;0,843;6,228;0,554;3,995;37,922;23,682;14,143;9,442;0
"200";0,458;0,818;0,226;0;2,396;24,369;12,754;7,676;33,684;17,619;0
"201";0;6,39;0,639;0;0,404;2,955;39,406;4,753;10,558;34,894;0
"202";0,074;1,865;0,915;1,288;1,568;58,306;26,144;5,059;3,682;1,099;0
"203";0,838;0,654;0,174;1,67;0,773;2,897;44,755;37,157;9,351;1,731;0
"204";0;5,284;0,757;3,479;4,086;1,695;49,807;13,691;15,244;5,958;0
"205";0,197;1,2;0,372;7,456;1,168;1,982;57,034;7,755;17,998;4,838;0
"206";1,014;10,949;0,384;2,174;0,397;5,949;47,268;12,213;17,221;2,43;0
"207";0,266;4,027;0,34;0,999;0,924;1,312;55,248;22,201;10,195;4,488;0
"208";0,502;3,196;0,747;12,957;0,76;12,002;50,204;6,633;9,7;3,298;0
"209";0;3,535;0,122;7,548;42,955;6,085;15,063;19,269;4,246;1,176;0
"210";0;9,8;0,835;4,929;0,895;8,477;45,63;0;16,084;13,35;0
"211";0;3,015;1,016;2,524;1,051;3,729;56,238;24,438;4,615;3,374;0
"212";0,328;3,633;0;2,954;0,128;2,196;26,449;20,499;17;26,813;0
"213";0,208;2,998;0,438;2,535;0,122;6,634;27,224;9,231;34,996;15,613;0
"214";0;1,012;0,204;2,572;1,777;5,115;31,103;0;46,387;11,83;0
"215";9,1;4,074;0;4,197;12,31;5,31;48,071;3,431;9,841;3,665;0
"216";0,086;1,715;0,074;0,782;0,206;0,773;82,537;0;12,275;1,552;0
"217";0;1,248;0,301;1,637;0,543;1,777;87,401;0;4,284;2,809;0
"218";0,37;1,326;1,173;3,469;2,543;2,401;61,997;12,222;13,056;1,441;0
"219";0,09;3,573;0,381;6,184;1,303;24,5;28,588;0;26,937;8,443;0
"220";0,88;4,305;1,459;1,486;0,915;5,631;36,317;29,721;11,252;8,035;0
"221";0,583;4,308;1,531;0;1,119;6,126;65,789;0;13,478;7,066;0
"222";1,941;1,921;0;0;1,198;6,099;56,622;0;26,449;5,771;0
"223";0,823;0,716;0,366;0,765;1,373;4,098;23,263;61,693;3,365;3,538;0
"224";0,123;0;0,152;0,508;0,663;1,209;91,286;0;3,746;2,314;0
"225";0,084;1,463;0,683;8,415;0,291;3,779;20,646;17,612;40,087;6,938;0
"226";0,01;0,372;0,027;0;0,066;0,046;0,948;0;98,317;0,215;0
"227";0,679;36,646;0,251;3,692;1,274;5,047;26,144;16,28;4,415;5,571;0
"228";0,207;3,411;0,108;1,99;0,852;1,003;26,643;16,388;11,774;37,625;0
"229";0,105;0,555;0,049;3,414;0,128;1,991;8,061;0;84,353;1,343;0
"230";0;2,186;0,612;14,414;0,692;28,022;42,993;0;4,464;6,617;0
"231";0,143;0,183;0,079;0,203;0,065;1,307;88,85;2,975;5,007;1,188;0
"232";0,173;0,77;0,101;1,383;1,69;3,542;14,887;69,185;7,363;0,907;0
"233";3,334;3,345;0;2,538;1,173;14,549;58,365;0;10,535;6,161;0
"234";0;3,909;10,328;0,373;0,155;0,335;53,92;0;12,812;18,167;0
"235";0,063;5,342;0;1,299;0,376;1,89;81,599;4,544;2,992;1,896;0
"236";0;24,139;1,06;4,201;0,35;4,597;19,378;22,534;16,228;7,514;0
"237";0,108;2,156;0;7,808;0,291;5,078;75,679;0;4,556;4,324;0
"238";1,161;0,747;0,073;1,544;0,377;0,812;91,529;0;1,906;1,852;0
"239";6,133;0,99;1,078;5,066;1,545;14,104;44,968;14,367;8,141;3,61;0
"240";0,12;9,013;0;0;0,881;0,857;43,871;21,002;11,626;12,631;0
"241";0;66,052;0,141;1,665;0,228;1,298;22,303;0;3,799;4,513;0
"242";0,375;17,335;0,659;14,098;0,928;14,714;33,1;0;8,723;10,069;0
"243";0,619;2,97;0,229;1,632;0,354;0,898;77,941;7,272;3,457;4,628;0
"244";0;2,531;0,705;4,09;0,9;28,54;29,59;0;12,826;20,817;0
"245";0;0,713;0,338;0,912;0,118;2,031;72,3;13,813;7,864;1,911;0
"246";0;3,993;1,116;0;0,841;24,145;33,871;0;26,28;9,754;0
"247";0,616;0;0,201;2,736;0,203;1,803;41,046;0;51,673;1,72;0
"248";0;0;0,292;6,007;0,384;0;58,407;0;32,203;2,705;0
"249";0;6,981;0,402;3,67;0,662;7,939;64,951;0;9,799;5,596;0
"250";0,052;2,42;1,027;5,555;0,259;23,6;51,851;8,226;2,18;4,83;0
"251";0;4,937;0,501;7,211;2,375;16,843;33,8;16,682;10,422;7,229;0
"252";0,135;5,322;0,097;3,171;0,517;1,021;67,849;15,182;3,097;3,61;0
"253";0;0,911;0,066;1,528;1,013;79,634;11,941;2,134;1,495;1,277;0
"254";0;1,26;1,621;2,092;0;1,528;79,17;0;9,111;5,218;0
"255";0,186;0;0,157;1,966;0,409;29,458;31,397;22,298;11,216;2,913;0
"256";0;0,26;0,01;0,179;0,09;0,117;97,558;0;1,402;0,384;0
"257";0,202;4,344;0,864;0,868;0,468;4,043;85,565;0;2,82;0,826;0
"258";0;40,87;0;1,077;0,406;9,147;25,87;0;18,611;4,019;0
"259";0;6,036;0,223;0;1,39;14,233;62,549;12,537;1,818;1,214;0
"260";0,252;4,701;0,819;1,584;6,832;1,746;75,66;0;4,881;3,525;0
"261";0,139;4,594;0;8,143;0,314;5,572;46,887;15,824;11,635;6,892;0
"262";0,348;1,819;7,478;10,11;1,142;5,977;47,905;0;18,898;6,324;0
"263";0,484;3,118;0,54;2,373;0,529;64,994;17,059;0;7,557;3,346;0
"264";0,454;1,85;0,334;5,541;4,339;0,994;65,226;6,595;7,024;7,643;0
"265";0;0,158;0,198;0,418;0,174;0,728;78,484;13,224;2,938;3,678;0
"266";0;1,986;1,224;5,505;4,29;8,22;45,042;7,785;21,844;4,104;0
"267";0,251;2,981;0,514;8,251;0,206;16,445;61,684;3,242;4,69;1,736;0
"268";0;0,692;0,79;0;0,967;0;43,098;46,669;7,133;0,65;0
"269";0,495;3,269;0,559;1,832;9,857;6,602;43,181;0;10,973;23,232;0
"270";0;1,718;0;2,996;0,755;0;28,459;16,212;41,297;8,561;0
"271";0,234;0,46;0,05;9,802;0,058;5,533;27,998;51,052;3,489;1,324;0
"272";0,213;0,499;0,505;1,758;24,544;10,821;15,633;0;39,205;6,822;0
"273";0,274;0;0,776;1,834;1,999;5,614;52,021;14,342;17,489;5,65;0
"274";0;0,655;0,079;0,955;4,618;12,275;6,783;12,703;53,536;8,396;0
"275";0,38;0,73;0,097;0;0,283;14,988;16,466;24,303;41,245;1,507;0
"276";0;7,152;1,749;0;3,073;6,781;46,773;11,743;11,708;11,02;0
"277";0,108;3,902;1,056;1,064;0;3,555;12,366;72,83;3,04;2,08;0
"278";0,096;0,553;0;14,537;1,168;33,742;29,301;8,791;5,094;6,718;0
"279";0;7,744;4,059;9,991;12,315;7,174;25,966;0;22,645;10,107;0
"280";0,858;26,814;0,314;3,641;2,04;4,755;21,98;22,055;12,541;5,003;0
"281";1,08;4,626;4,144;6,007;0,397;7,88;30,529;0;29,034;16,301;0
"282";0;0,485;0,08;23,679;0;0,951;53,422;3,447;8,674;9,263;0
"283";1,362;0;4,805;0;0,146;12,23;51,429;0;16,069;13,958;0
"284";0;1,094;0,529;2,249;1,953;3,551;31,374;46,402;9,536;3,312;0
"285";0;2,848;0,11;9,781;1,937;0;46,82;16,145;8,403;13,956;0
"286";0;1,076;0,18;9,17;1,012;1,144;30,861;0;51,264;5,292;0
"287";0;2,227;0,509;4,706;1,074;22,132;36,069;18,361;7,774;7,148;0
"288";0,194;2,253;0,314;2,362;1,933;5,566;24,522;3,449;57,414;1,993;0
"289";0,768;4,784;0,92;25,528;1,016;1,077;50,182;0;8,653;7,072;0
"290";0;21,619;2,563;9,345;0,913;1,347;55,178;0;6,044;2,991;0
"291";0;1,546;0;5,742;0,612;0,958;49,906;29,914;6,831;4,491;0
"292";0,385;16,57;0,274;4,267;0,332;5,015;25,862;12,361;29,687;5,246;0
"293";0;0,242;0;0,975;0,116;0,774;9,181;13,376;74,233;1,102;0
"294";0,091;2,823;0,15;2,301;0,166;51,272;18,802;0;11,109;13,288;0
"295";0,402;10,96;0,764;10,007;1,202;2,174;57,62;0;7,19;9,68;0
"296";0,54;15,001;0,18;4,142;0,702;4,237;64,868;5,975;2,495;1,859;0
"297";0;1,355;0,124;7,873;0,163;2,068;74,789;0;11,981;1,646;0
"298";0,177;7,454;1,056;6,325;0,189;5,294;23,926;0;52,674;2,906;0
"299";0,298;1,281;0,055;1,065;0,212;6,046;83,249;0;5,879;1,916;0
"300";0;0,301;0,312;0;0,247;0,153;95,78;0,689;2,013;0,505;0
"301";0;1,723;0,262;3,903;0,412;1,761;79,264;0;10,489;2,187;0
"302";1,429;1,009;0;2,861;0,58;3,142;55,951;20,635;9,954;4,439;0
"303";2,598;6,027;0,213;0,974;3,473;9,663;29,565;8,514;34,681;4,291;0
"304";0;0,252;0,048;0;0,275;4,074;6,682;86,397;1,648;0,624;0
"305";0,104;3,503;0;1,093;0,194;3,433;24,779;11,172;54,263;1,459;0
"306";0,338;0;0,134;4,843;0,499;9,28;25,024;45,831;11,068;2,982;0
"307";0,049;0,201;0,06;0,61;0,335;87,671;3,436;5,4;1,659;0,578;0
"308";5,195;2,793;0,218;4,625;1,456;2,827;46,987;9,743;21,848;4,308;0
"309";0,022;0,315;0,931;0;0,016;1,512;88,118;0;8,194;0,892;0
"310";0,665;1,735;0,431;10,354;0,477;2,647;53,46;15,57;11,034;3,628;0
"311";0;0,141;0,044;0;0,018;0,079;98,394;0;0,863;0,462;0
"312";2,381;0,719;0,542;13,549;3,449;3,97;51,281;0;14,301;9,809;0
"313";0;10,185;0,562;3,962;0,267;6,837;56,253;0;13,556;8,379;0
"314";0,366;5,121;1,992;1,297;0,359;5,928;30,425;40,504;8,076;5,934;0
"315";20,051;1,029;0,302;0,748;2,863;1,454;18,715;41,515;10,179;3,144;0
"316";0;0,959;0,749;48,608;3,747;0;21,946;9,804;7,431;6,756;0
"317";0,059;2,432;0,289;0,573;0,969;9,724;12,79;7,227;64,266;1,672;0
"318";0,235;1,144;0,77;2,294;0,285;2,197;12,888;36,578;40,312;3,297;0
"319";0,187;0,709;0,189;1,529;0,48;5,675;60,406;7,757;1,245;21,823;0
"320";1,441;0,603;0,591;1,76;0,291;7,29;40,675;0;40,681;6,667;0
"321";1,313;0;0;5,033;2,355;4,2;27,683;25,712;15,909;17,795;0
"322";0,072;1,774;6,259;0,844;0,08;0,478;10,384;66,022;11,208;2,879;0
"323";0,274;2,031;0;1,179;0,244;16,06;20,689;48,868;7,806;2,85;0
"324";0,422;8,307;0,793;8,117;0,499;34,073;17,068;8,834;17,855;4,031;0
"325";0,435;0,451;10,277;6,813;1,232;4,745;39,518;20,185;12,372;3,973;0
