"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"326";0,835;67,809;0,204;1,39;0,442;0;21,289;0;6,693;1,338;0
"327";0,333;3,165;0,267;15,394;0,407;8,479;29,209;0;37,195;5,55;0
"328";0;0,747;0,126;0;2,49;18,326;17,339;0;57,653;3,319;0
"329";0;0,493;0,112;1,363;3,385;5,762;68,05;6,623;9,273;4,94;0
"330";0,451;5,883;0,251;6,659;2,873;0;45,364;0;29,322;9,197;0
"331";0,183;5,426;0,616;6,232;1,19;1,688;54,243;0;21,768;8,654;0
"332";0;1,126;1,129;1,629;0,496;2,753;19,443;62,834;5,642;4,949;0
"333";0,212;55,353;0;1,189;0,697;3,675;23,72;0;11,701;3,453;0
"334";0,213;7,331;0,779;6,857;1,495;4,704;35,716;26,903;8,729;7,273;0
"335";0,214;1,652;0,344;4,622;0,561;4,753;58,84;0;17,564;11,45;0
"336";0,18;1,965;0,045;0,757;2,071;9,869;57,504;13,937;12,087;1,586;0
"337";0,229;1,816;0,37;4,504;0;5,92;47,508;25,865;10,084;3,704;0
"338";41,39;2,026;0,092;2,627;0,502;1,981;42,516;0;3,961;4,906;0
"339";5,307;2,353;2,26;5,976;35,17;6,652;25,054;4,52;7,844;4,862;0
"340";0;0,282;0,136;4,488;0,319;2,649;12,273;74,778;2,753;2,323;0
"341";0;0,806;0,386;1,105;0,299;4,181;13,037;70,538;8,723;0,924;0
"342";0;1,196;0,105;1,037;0,363;5,713;5,896;80,757;3,966;0,966;0
"343";0;3,94;0,145;1,152;0,273;0;91,675;0;1,739;1,077;0
"344";0,271;1,262;0,034;6,458;0,389;0,943;7,994;2,506;78,326;1,819;0
"345";0,316;8,182;0,461;5,452;0,138;10,423;35,516;0;31,81;7,7;0
"346";0,306;3,336;0;17,41;1,626;13,59;39,362;3,429;16,039;4,902;0
"347";0;0,219;0;2,021;0,808;28,219;59,519;3,698;3,774;1,741;0
"348";0;0,653;0,201;2,261;0,794;3,551;23,176;14,988;39,994;14,382;0
"349";0,218;62,462;0,248;1,91;0,29;5,638;17,071;0;6,054;6,11;0
"350";0;3,284;0,096;7,258;0,517;31,824;25,046;7,543;9,205;15,229;0
"351";2,605;5,557;1,348;9,245;8,392;10,433;42,015;0;11,835;8,571;0
"352";0,097;14,743;0,184;6,447;1,051;3,808;41,318;0;27,97;4,381;0
"353";0;6,168;0,804;40,733;1,27;1,784;20,342;4,509;20,899;3,492;0
"354";0,272;1,477;0,611;14,539;4,921;3,689;43,752;24,166;2,876;3,697;0
"355";0,02;0;0;0,54;0,135;87,97;6,19;1,999;2,264;0,882;0
"356";0,623;2,617;0,173;0;0,299;11,725;17,409;59,55;6,162;1,442;0
"357";0,017;0,339;0,098;0,393;0,562;0,72;93,351;1,292;2,467;0,762;0
"358";0,063;0;0,298;43,345;0,785;3,335;33,448;4,49;10,39;3,847;0
"359";1,928;4,358;1,266;7,1;2,332;5,845;41,457;22,916;6,024;6,773;0
"360";0;2,496;0,757;0,781;0,34;1,325;38,8;6,609;32,757;16,136;0
"361";29,387;2,709;1,357;0;0,445;0,723;48,719;11,16;3,786;1,714;0
"362";0,202;1,145;0,398;3,793;0,985;4,465;57,539;20,012;7,512;3,949;0
"363";0,099;0,615;0;2,742;0,431;62,825;15,112;4,962;10,054;3,16;0
"364";0;1,105;0,708;22,711;0,556;41,318;16,804;0;11,108;5,69;0
"365";0,17;2,494;0;2,777;0,243;66,021;22,042;1,801;3,718;0,733;0
"366";0,715;2,016;0,548;0;0,493;6,04;52,946;0;22,842;14,399;0
"367";0,314;3,109;0,311;8,445;1,774;3,516;47,559;22,14;9,145;3,687;0
"368";0;8,104;0,192;4,997;2,796;2,903;67,102;0;11,535;2,37;0
"369";0;7,452;0,318;11,082;0,843;2,591;41,087;0;30,821;5,807;0
"370";0;7,873;0,285;3,534;0,688;1,335;52,342;27,388;4,494;2,06;0
"371";0;1,955;0,78;2,878;9,511;7,696;63,963;0;9,82;3,396;0
"372";0;14,062;0,422;0;0,941;33,817;22,881;0;20,327;7,549;0
"373";0,473;5,587;1,687;0;0,571;3;53,244;17,005;8,439;9,995;0
"374";0;0,975;0,578;0;0,278;1,656;16,711;49,886;24,608;5,309;0
"375";0;2,245;8,63;6,821;1,028;9,052;48,261;0;14,593;9,371;0
"376";1,851;54,385;0,092;4,791;1,042;4,091;14,472;0;8,184;11,092;0
"377";0;0,163;0,125;5,089;0;1,378;8,427;19,394;63,602;1,822;0
"378";0,161;0,337;0,111;1,124;0,379;5,111;4,281;85,656;2,477;0,364;0
"379";0;0,003;0,001;0,008;0,01;0,384;0,253;99,307;0,019;0,015;0
"380";0,076;1,13;1,731;0,763;0,69;24,722;12,234;50,009;6,615;2,03;0
"381";1,619;5,948;1,596;3,383;0,674;2,796;36,474;7,253;34,684;5,573;0
"382";0,207;0,723;0,178;14,138;0,712;7,707;62,228;0;8,889;5,219;0
"383";0;10,079;1,523;0;0,528;4,958;42,305;31,021;5,648;3,939;0
"384";0,623;0,558;0;5,157;0,681;0;21,215;0;66,165;5,602;0
"385";0;0,309;3,217;2,76;0,413;5,16;38,012;39,97;6,77;3,391;0
"386";0,854;0,246;0;0,137;0,342;0;97,271;0;0,818;0,333;0
"387";0;2,412;0;6,992;0,094;2,585;54,961;0;27,813;5,144;0
"388";0;26,668;0;7,08;0,239;2,035;22,413;0;34,782;6,782;0
"389";1,012;1,477;0,153;0;0,317;4,945;13,071;6,719;67,323;4,983;0
"390";0,977;4,464;0,222;4,938;6,514;30,645;21,555;23,997;3,897;2,791;0
"391";0;3,634;0,201;0,969;1,435;0;36,537;0;47,006;10,218;0
"392";0;2,469;0,147;2,756;0,535;0,688;31,993;36,11;9,793;15,509;0
"393";2,454;21,296;0,072;2,792;1,568;1,423;47,973;13,284;5,251;3,885;0
"394";0;2,019;0,334;5,481;3,217;3,94;42,147;6,792;33,897;2,173;0
"395";0,064;0,856;0,847;0;0,277;0;12,95;81,405;2,553;1,047;0
"396";0,215;6,274;0,582;12,711;17,721;0;50,841;0;7,754;3,902;0
"397";0;2,406;0,045;0,785;0,021;3,449;81,25;6,531;2,449;3,063;0
"398";0;2,344;4,787;0;0,491;20,781;43,757;7,712;15,922;4,207;0
"399";0,633;5,861;0,323;2,889;0,486;21,214;48,425;0;14,668;5,501;0
"400";0,827;3,985;1,611;0;1,075;3,474;38,549;22,049;10,448;17,983;0
"401";0,218;0,425;0,315;2,158;0,191;3,132;10,713;13,97;8,081;60,798;0
"402";0;1,939;0;3,521;0,132;0;29,009;0;63,526;1,872;0
"403";0;2,263;0,455;2,141;0,986;7,71;40,917;25,81;13,1;6,618;0
"404";1,019;2,293;0,142;0;0,481;2,473;28,277;50,877;11,494;2,945;0
"405";0;0,597;0,204;0,321;0,04;1,453;48,117;35,49;12,828;0,95;0
"406";0,357;21,11;0,33;2,99;0,552;10,443;36,986;15,797;5,942;5,494;0
"407";1,004;1,531;0;14,971;0,199;3,966;27,525;0;43,735;7,07;0
"408";0,102;0,975;0,291;7,877;0,949;12,132;67,526;4,552;2,393;3,203;0
"409";7,779;2,723;0,72;5,832;0,833;6,457;60,649;0;5;10,007;0
"410";0,098;22,179;0,089;0,496;0,142;49,645;17,497;1,433;2,911;5,51;0
"411";2,792;4,259;1,716;0;0,72;3,491;36,86;13,932;25,263;10,966;0
"412";0,987;6,969;0,188;1,48;0,375;17,875;10,613;4,886;48,379;8,25;0
"413";0,064;3,568;0,872;2,174;0,203;1,441;79,413;5,514;5,549;1,202;0
"414";0;5,803;0,239;2,987;0,232;0,195;18,161;67,105;4,056;1,221;0
"415";0;11,871;0,44;17,559;0,657;1,572;52,01;0;12,009;3,883;0
"416";1,066;3,093;0,369;8,772;3,627;2,881;34,493;6,17;22,157;17,373;0
"417";0,525;11,596;1,017;4,905;1,334;2,494;49,258;0;13,527;15,343;0
"418";2,911;3,055;0,239;0,94;1,736;59,681;16,776;0;5,208;9,453;0
"419";0;0,337;0,085;0,402;0,068;1,949;2,825;91,574;2,007;0,753;0
"420";0,61;2,8;0,459;6,756;0,995;7,193;52,536;18,171;8,242;2,238;0
"421";0,066;0,537;0,132;7,846;0,136;4,67;57,922;4,125;22,093;2,473;0
"422";0,194;1,483;1,407;10,403;2,875;3,467;63,746;4,961;6,128;5,338;0
"423";0;9,935;2,458;8,041;0,279;7,135;36,62;0;31,103;4,427;0
"424";0,436;10,307;0,471;0;2,884;20,094;23,971;0;32,598;9,239;0
"425";0;4,489;0;2,762;12,347;4,524;31,62;33,145;9,089;2,023;0
"426";0;1,022;0,105;1,929;0,815;0,562;13,113;76,185;4,849;1,42;0
"427";0;0,119;0,107;0,389;0,126;2,818;83,622;2,792;3,561;6,469;0
"428";0;0,923;1,169;7,391;0,726;3,542;43,705;6,396;32,29;3,858;0
"429";0;0,782;0,109;0;6,233;0,365;80,924;4,808;4,947;1,832;0
"430";0,128;3,158;0;2,704;0,773;3,431;33,694;9,467;44,056;2,588;0
"431";0;1,73;0,2;0,868;0,089;91,344;2,552;0,568;2,04;0,609;0
"432";0;1,107;0,111;2,27;0,725;31,897;46,462;0;14,296;3,132;0
"433";0,783;0,508;0,154;8,196;13,444;0,519;41,656;2,083;25,645;7,012;0
"434";0;5,817;0,273;1,263;0,174;24,562;37,705;9,407;11,338;9,46;0
"435";0;6,931;1,634;7,658;1,067;6,056;34,873;30,076;7,713;3,991;0
"436";0;7,81;0,841;8,199;2,049;10,993;42,784;0;19,154;8,171;0
"437";0;1,914;0;7,207;0,84;3,107;56,079;8,596;18,539;3,717;0
"438";0,19;0,947;0,211;0;0;0,909;75,452;7,181;11,964;3,144;0
"439";0;10;0,64;2,148;1,542;11,663;55,747;0;13,044;5,217;0
"440";0,071;0,549;0,322;0,489;0,275;1,764;16,182;2,747;74,664;2,938;0
"441";0;5,2;0,142;0;0,05;3,608;80,105;6,213;3,845;0,837;0
"442";0;44,638;0,303;9,548;0,493;0,69;14,916;17,113;8,608;3,69;0
"443";0;3,886;0,067;1,676;2,194;44,906;12,062;31,159;2,695;1,354;0
"444";0;0,928;0,749;2,175;2,148;4,549;65,616;0;17,922;5,912;0
"445";1,032;9,137;0,038;0,499;0,13;37,43;7,869;30,709;5,772;7,384;0
"446";0,021;0,058;0,07;0;0,037;0,66;89,666;7,737;1,411;0,34;0
"447";0,26;1,392;0,33;1,591;0,809;56,308;23,696;0;14,38;1,235;0
"448";0,186;4,999;0;1,998;0,32;1,241;66,348;8,536;8,124;8,247;0
"449";0;6,393;0,421;2,625;0;7,31;54,036;11,653;11,082;6,482;0
"450";0;0;0,161;10,141;1,461;2,754;55,693;0;13,791;15,999;0
"451";0;1,415;0,848;6,777;2,076;14,446;45,441;0;15,569;13,429;0
"452";0;5,558;0,718;0;0,782;0;44,706;26,48;14,793;6,963;0
"453";0,265;0,336;0,63;4,069;1,654;4,592;37,535;23,509;22,502;4,908;0
"454";0;5,871;0,631;15,002;7,787;16,804;25,734;0;19,236;8,934;0
"455";0,383;0,642;0,286;36,413;0,785;19,756;24,021;6,794;6,594;4,325;0
"456";0,716;2,645;1,547;17,379;0,52;18,712;22,164;22,324;9,162;4,831;0
"457";0,294;0,801;0,225;2,042;62,901;1,587;23,379;2,465;3,218;3,088;0
"458";0,117;1,563;0,247;0,683;0,325;41,226;38,075;8,039;5,167;4,559;0
"459";0;0;1,446;3,439;2,139;14,203;34,3;17,564;5,336;21,574;0
"460";0,015;0,043;0;0,093;0,047;0,38;98,307;0,523;0,448;0,143;0
"461";0;5,691;0;11,123;0,419;2,095;46,521;0;29,421;4,729;0
"462";0,157;3,284;2,902;17,532;7,338;10,778;44,713;0;9,215;4,081;0
"463";2,525;0,456;0;0;0,781;0,618;91,429;0;3,511;0,68;0
"464";0;5,345;1,943;9,168;0,64;6,081;39,847;7,117;25,03;4,829;0
"465";0,172;4,203;0;0;0,235;36,425;27,296;3,96;9,775;17,935;0
"466";0;1,593;0,098;2,965;0,509;4,539;39,876;7,759;12,571;30,09;0
"467";0,607;1,82;1,061;2,306;0,376;41,844;38,094;4,681;4,853;4,358;0
"468";0,944;5,835;0,814;6,459;4,993;6,297;25,341;20,719;21,316;7,282;0
"469";0,577;10,864;0,236;5,822;0,812;8,323;24,711;22,59;21,486;4,579;0
"470";0,024;0,63;0,107;2,242;0,213;3,573;43,13;0;46,971;3,11;0
"471";0;14,87;1,873;4,177;3,701;16,784;41,874;0;10,645;6,075;0
"472";0,955;12,12;0,088;3,775;0,362;3,803;53,344;14,512;6,452;4,588;0
"473";0,074;0,568;0;0,733;1,057;1,772;76,896;14,887;3,157;0,856;0
"474";0,2;0,662;0,109;0;0,178;1,938;26,132;9,236;44,31;17,236;0
"475";0;5,775;0,564;11,277;0,333;15,651;33,247;0;18,357;14,796;0
"476";1,669;2,161;0,29;4,645;1,653;9,893;54,915;0;9,463;15,31;0
"477";0;0,564;0,237;0,658;3,958;0,735;86,399;0;4,792;2,658;0
"478";0,21;6,742;1,042;1,01;1,091;1,957;13,174;0;71,65;3,125;0
"479";0,282;0,522;0;2,638;0,289;2,895;13,158;19,948;45,849;14,418;0
"480";0,083;90,097;0,208;0,345;0,132;0,744;4,334;1,857;1,339;0,86;0
"481";0;1,6;0,216;45,924;0,432;6,293;21,102;7,248;11,297;5,888;0
"482";0;19,197;0,241;4,11;0,628;33,72;28,774;0;11,324;2,006;0
"483";0;60,465;0,239;1,484;0,735;1,01;20,444;10,544;2,926;2,154;0
"484";0;1,189;0,206;4,987;1,867;3,236;37,896;6,433;35,932;8,254;0
"485";0,278;19,716;0,573;15,037;1,055;16,445;28,214;0;14,174;4,507;0
"486";0,015;0,325;0,018;2,797;0,179;0,566;13,525;81,077;0,806;0,692;0
"487";0,095;7,281;0,095;1,028;0,152;2,132;82,964;2,392;2,201;1,661;0
"488";0,293;0,688;0,162;8,895;0,278;10,607;57,373;0;15,111;6,593;0
"489";0,794;3,544;0,389;1,171;0,681;11,479;66,419;0;7,041;8,483;0
"490";0,523;0,954;0,153;0,713;4,109;0,47;49,85;34,935;6,253;2,04;0
"491";0,006;0;0,013;0,339;0,196;1,636;96,715;0;0,914;0,181;0
"492";0,372;0;0;5,841;2,513;5,015;39,058;36,1;6,732;4,368;0
"493";0;0,381;0,041;0,999;0,098;2,467;6,949;85,99;2,543;0,533;0
"494";0,169;2,546;0,565;0,818;1,929;37,326;44,295;0;8,474;3,877;0
"495";2,125;9,343;0,13;3,052;0,077;0,35;4,611;72,709;5,249;2,355;0
"496";0,328;0;0,553;2,753;1,638;7,929;25,72;27,807;28,88;4,391;0
"497";0,063;0;0,107;5,18;0,292;4,868;38,252;0;49,553;1,685;0
"498";0,288;0,992;0,5;3,321;5,904;8,845;58,017;0;16,784;5,348;0
"499";0,128;0,576;0,037;0,787;0,229;79,453;13,005;0;2,731;3,054;0
"500";0,882;1,1;0;1,786;0,894;13,933;18,419;46,22;13,213;3,553;0
"501";1,553;8,248;0,157;21,643;4,196;23,781;23,024;0;9,389;8,009;0
"502";0;0,516;0,654;0,423;0,144;0,758;92,587;0;3,724;1,194;0
"503";0,305;0;0,396;0;0,525;13,604;65,109;8,899;7,925;3,237;0
"504";0,125;6,817;1,732;7,062;1,404;3,046;47,312;0;10,107;22,394;0
"505";0,612;0,191;0,148;0,239;0,537;7,54;66,002;7,718;16,406;0,607;0
"506";0;0,75;0,096;0;0,359;3,487;17,281;0;69,687;8,339;0
"507";0;0,31;0;1,18;0,269;21,355;5,773;68,085;1,968;1,061;0
"508";0,655;2,52;0;0;0,62;35,986;40,517;0;14,129;5,572;0
"509";6,586;4,051;0,907;3,025;0,207;1,965;21,484;32,716;23,549;5,509;0
"510";0,046;11,382;0,598;0;0,341;4,862;72,548;0;7,355;2,868;0
"511";0,379;0;0,088;1,418;0,103;35,093;60,463;0;1,636;0,821;0
"512";0,656;0,402;0,094;0,577;0,105;0,511;92,743;2,1;2,496;0,316;0
"513";0;4,344;0,317;2,339;0,987;17,913;25,889;0;33,003;15,209;0
"514";0,127;3,687;1,856;10,928;0,572;3,101;66,04;0;8,886;4,803;0
"515";0;0,737;0,491;2,573;0,101;1,169;85,376;0;5,549;4,003;0
"516";0,124;6,98;0,513;2,008;0,281;0;80,51;0;4,699;4,885;0
"517";0;5,727;0,249;47,797;0,282;1,895;19,61;0;16,631;7,809;0
"518";0;3,342;0,64;10,412;13,823;7,313;46,156;0;10,624;7,69;0
"519";0;15,014;0,477;8,805;1,053;35,344;14,585;13,662;6,233;4,827;0
"520";0,864;0,72;0,741;5,911;1,699;9,175;43,351;11,617;19,343;6,579;0
"521";3,067;0,081;0,072;0,244;0,02;0,072;93,875;1,587;0,815;0,168;0
"522";0,33;4,644;0;4,238;4,234;1,685;74,872;0;4,338;5,659;0
"523";0,134;1,048;0,224;18,151;0,341;8,704;11,779;10,901;46,602;2,117;0
"524";2,102;7,507;0,835;3,974;0,603;1,825;34,878;15,452;25,65;7,175;0
"525";4,812;4,265;0,31;2,336;1,318;2,78;49,042;15,45;16,54;3,147;0
"526";0;0,099;0,029;1,437;0,203;1,036;91,004;3,857;1,68;0,654;0
"527";0,09;1,483;0,244;2,396;1,589;0;81,845;6,261;3,57;2,522;0
"528";0,734;12,055;3,538;8,048;0,663;7,217;44,433;0;18,675;4,637;0
"529";0,346;2,434;0,068;2,21;0,228;1,226;84,703;0;6,683;2,103;0
"530";0,255;4,756;1,115;12,715;1,511;5,648;48,774;0;13,539;11,688;0
"531";0;1,988;0,83;1,995;0,469;17,7;32,719;24,871;16,496;2,932;0
"532";0,54;11,677;0,064;0,866;0,541;2,045;72,285;0;8,904;3,078;0
"533";0,003;0,084;0,009;0,291;0,041;0,701;3,229;0,191;95,239;0,212;0
"534";0,344;1,234;8,959;2,183;2,799;3,422;63,216;0;5,781;12,062;0
"535";0;0;0;11,068;0,963;1,156;30,995;19,913;24,123;11,782;0
"536";0;1,917;0,161;1,094;0,245;5,322;73,801;10,8;3,941;2,719;0
"537";0;4,645;0,64;12,294;2,179;3,326;37,256;0;30,453;9,207;0
"538";0,114;2,05;0,184;3,523;0,529;15,309;35,438;25,708;12,823;4,322;0
"539";0;0,259;0,036;0,136;0,077;0,48;10,187;2,119;86,448;0,259;0
"540";0,385;4,345;0,19;2,181;1,874;6,521;43,815;0;27,72;12,969;0
"541";0,256;2,483;0,667;1,55;0;15,706;33,807;30,203;12,94;2,388;0
"542";0,003;0,045;0,002;0,055;0,004;98,572;1,054;0;0,183;0,081;0
"543";0,02;0,397;0,041;0,479;0,283;0,175;5,4;3,143;88,653;1,41;0
"544";0,312;5,284;2,538;4,564;1,473;19,28;53,818;0;8,103;4,63;0
"545";1,071;0,777;1,996;4,124;1,327;19,62;38,358;10,552;18,055;4,119;0
"546";0;10,538;0,233;0;0,053;0,489;87,427;0;0,583;0,677;0
"547";0,296;7,227;0,362;8,272;1,003;7,155;19,127;26,697;21,25;8,611;0
"548";0,451;2,869;0;1,449;0,06;3,302;13,363;65,233;10,652;2,621;0
"549";0,198;5,473;0,464;0;1,319;9,924;43,829;0;25,739;13,054;0
"550";0;0,201;0,005;0,081;0,075;0,748;98,069;0;0,609;0,213;0
"551";0;0;0,423;3,43;5,006;2,57;47,76;16,454;14,328;10,029;0
"552";8,233;2,609;0,761;0;0,608;0,865;33,498;0;42,814;10,611;0
"553";0;0,821;0;1,473;1,397;8,777;34,902;39,98;7,847;4,805;0
"554";0,715;9,451;2,744;8,217;0,425;12,917;38,532;6,224;9,063;11,713;0
"555";2,594;3,742;1,201;3,596;2,925;15,017;41,247;0;21,431;8,247;0
"556";0,154;1,488;0,127;0,588;0,323;0,934;24,921;61,45;8,19;1,827;0
"557";0;1,084;0,482;7,227;9,01;3,553;32,358;33,325;5,768;7,194;0
"558";0,314;0,384;0,091;1,186;0,739;3,916;29,81;2,506;57,089;3,965;0
"559";23,078;0,983;0,319;2,442;0,835;4,799;20,558;0;41,099;5,887;0
"560";0;0,521;0,12;13,205;0,193;0,274;79,218;4,249;1,627;0,592;0
"561";0,22;11,65;0,062;4,669;0,657;5,618;38,276;26,787;8,651;3,409;0
"562";0,037;0,56;0,09;0,61;0,1;2,8;6,73;80,966;3,384;4,723;0
"563";0,434;22,138;0,191;3,736;10,279;13,133;35,789;5,624;3,827;4,849;0
"564";0;73,751;0,632;1,102;0,079;1,542;4,727;14,257;1,946;1,965;0
"565";0;1,869;23,739;0,645;0,332;3,466;7,557;2,139;58,643;1,61;0
"566";0,346;2,575;1,58;1,719;0,17;0,681;16,941;65,857;5,708;4,423;0
"567";0,067;2,035;0,499;4,313;1,708;9,77;46,042;22,944;9,667;2,956;0
"568";0,114;0,823;0,139;0;0,63;27,857;48,487;10,643;7,095;4,212;0
"569";0;1,363;0,079;0,724;0,386;0;24,238;50,905;18,574;3,731;0
"570";0,53;1,585;0,666;1,325;0,642;2,039;18,44;0;69,897;4,875;0
"571";0;7,806;1,268;5,898;2,47;9,927;56,087;0;11,718;4,826;0
"572";0,648;1,804;0,282;37,694;0,821;4,654;12,188;37,629;2,593;1,687;0
"573";0,059;0,537;1,817;1,857;0,388;0,873;18,755;59,019;11,503;5,191;0
"574";0;1,073;0,456;10,465;0,549;4,463;47,798;21,877;7,858;5,461;0
"575";0,162;5,756;0,051;6,973;0,619;0,673;67,347;7,054;7,433;3,931;0
"576";0;3,926;0,204;0,79;0,343;0;82,696;2,536;8,734;0,771;0
"577";0;2,857;0,955;4,748;0,328;3,598;14,57;11,117;57,663;4,163;0
"578";0,223;2,657;2,184;1,945;2,304;23,82;47,692;0;5,947;13,227;0
"579";0;0,725;0,085;0,407;0,12;2,413;80,061;6,868;3,221;6,101;0
"580";0;1,695;0,251;10,944;0;9,511;18,409;42,038;14,056;3,096;0
"581";2,33;9,289;0,336;2,822;2,605;8,113;49,511;9,564;11,682;3,748;0
"582";0,049;0,692;0;0;0,152;3,902;15,464;73,216;4,098;2,429;0
"583";0,054;41,801;0;12,524;0,663;2,641;13,221;13,798;8,03;7,268;0
"584";0;1,362;0,114;0,841;0,115;1,399;8,724;7,46;79,373;0,612;0
"585";0,793;1,227;6,53;1,08;1,349;4,587;70,85;0;8,362;5,222;0
"586";0;1,983;0,476;1,146;0,7;3,556;57,992;16,122;10,823;7,201;0
"587";0,018;0,921;0,066;0,4;0,022;93,732;3,739;0;0,437;0,662;0
"588";0;0,322;0,842;47,725;0,456;0;23,06;0;14,854;12,742;0
"589";0;1,911;0,122;17,218;0,628;5,284;33,705;18,056;15,009;8,067;0
"590";0,302;1,858;0,448;11,249;0,225;2,303;78,716;0;3,988;0,91;0
"591";0,054;0,901;0,297;2,108;0,464;3,056;20,352;17,045;53,435;2,287;0
"592";0;22,849;0,63;16,673;1,997;4,594;27,825;0;15,343;10,089;0
"593";0;10,367;3,233;6,792;0,082;1,871;51,058;15,309;7,005;4,283;0
"594";0;5,398;0,168;4,522;1,951;1,182;55,096;15,13;7,557;8,996;0
"595";0,019;0,392;0,975;0,745;0,171;0,517;7,348;2,617;86,782;0,433;0
"596";0,745;0;0,315;2,826;8,269;6,407;15,799;53,893;6,894;4,851;0
"597";0,225;0,458;0,276;0;1,138;8,259;30,04;32,84;21,857;4,906;0
"598";0,461;2,628;0,995;0;0,823;2,773;31,338;26,156;28,446;6,38;0
"599";0;2,478;0;22,599;3,182;21,381;17,597;28,313;2,814;1,636;0
"600";0,354;17,961;0,865;10,08;1,055;8,324;39,199;0;18,004;4,157;0
"601";0,038;1,176;0,206;0,273;0,059;0;92,008;2,314;3,361;0,565;0
"602";0,152;3,807;0,331;0;0,49;10,001;24,838;43,655;7,191;9,535;0
"603";0;0,682;0,331;8,097;1,624;2,277;66,836;0;12,823;7,33;0
"604";0;1,327;1,725;0,796;3,098;10,641;64,662;10,134;5,459;2,159;0
"605";0;3,457;0,206;3,129;0,396;0;71,805;0;17,891;3,115;0
"606";0,107;7,788;0,39;23,341;0,13;10,149;26,471;0;24,381;7,242;0
"607";0;16,348;0;5,475;0,342;5,871;64,634;0;5,026;2,305;0
"608";0,443;4,258;0,28;1,666;0,773;7,187;32,212;10,133;31,025;12,022;0
"609";1,9;8,154;0,338;1,904;0,579;2,483;37,764;26,306;13,205;7,368;0
"610";0,426;2,923;0;6,505;0,12;0,844;29,197;45,847;11,249;2,889;0
"611";0,215;2,507;0,797;7,968;0,341;27,464;39,464;5,693;9,598;5,954;0
"612";0,137;12,029;1,019;0,846;0,225;41,26;35,488;0;7,112;1,885;0
"613";0;3,068;0,543;2,536;0,276;4,369;16,342;12,604;58,958;1,304;0
"614";0,173;0,761;0;1,984;0,776;6,064;64,811;18,305;4,724;2,401;0
"615";0,959;1,566;2,326;6,209;1,648;5,577;41,107;7,423;22,935;10,25;0
"616";0;0,644;0;3,162;0,882;8,268;67,829;3,842;11,269;4,105;0
"617";0,418;5,12;0,443;6,813;0,21;1,968;50,935;22,758;6,821;4,514;0
"618";0,23;0,534;0,145;10,805;0,13;4,149;45,827;15,253;20,238;2,689;0
"619";0,903;0,513;0,336;4,299;31,668;2,425;51,568;0;5,76;2,527;0
"620";0,334;0;0,281;7,342;0,427;2,938;11,24;60,376;4,136;12,927;0
"621";0,346;0,673;4,75;1,053;0;6,98;57,28;6,831;20,358;1,73;0
"622";0,769;3,51;0,526;2,792;0,313;3,209;32,876;46,204;6,012;3,79;0
"623";0,14;1,813;0;0,602;0,621;1,907;76,824;6,506;7,081;4,506;0
"624";2,031;0;2,678;0;2,835;1,082;52,591;6,849;22,513;9,421;0
"625";0,149;1,738;0;30,062;2,687;25,779;17,402;7,553;10,439;4,191;0
"626";0;1,668;0,139;5,23;0,81;17,093;55,841;0;15,179;4,038;0
"627";0,292;0;2,878;5,317;1,94;1,325;34,725;0;43,433;10,09;0
"628";0,125;0,746;0,238;4,991;0,892;0,365;14,245;72,279;5,066;1,054;0
"629";0,185;5,265;0;4,669;2,824;15,322;60,098;0;5,246;6,391;0
"630";0;0;0,434;0;3,959;6,842;50,984;17,43;16,996;3,355;0
"631";0;1,465;1,818;0,907;1,168;2,107;55,569;29,243;5,08;2,644;0
"632";0;5,846;0,42;1,432;1,383;3,227;39,226;11,66;33,568;3,238;0
"633";3,683;5,972;0;2,986;0,464;3,822;54,009;5,407;5,176;18,481;0
"634";2,231;1,772;0;1,388;0,401;2,149;17,247;5,881;64,672;4,259;0
"635";0,206;2,197;0,611;0;28,034;2,626;35,571;0;16,542;14,214;0
"636";0;0,024;0,021;0,275;0,009;0,182;98,638;0,356;0,278;0,216;0
"637";0,957;9,14;0,867;1,743;0,193;2,244;24,765;32,856;15,771;11,463;0
"638";2,747;1,087;3,053;2,745;0,26;4,751;24,642;48,398;8,441;3,876;0
"639";0,001;0,003;0,001;0,074;0,001;0,047;99,747;0;0,114;0,013;0
"640";0,416;2,029;0;3,415;0,791;24,366;49,009;0;16,168;3,807;0
"641";0;1,383;0,142;3,619;0,441;0,71;15,352;63,033;10,633;4,686;0
"642";0,35;1,752;3,945;1,684;6,343;6,915;35,647;10,622;17,763;14,978;0
"643";0,163;1,146;0,101;0;0,446;26,996;33,972;18,367;16,259;2,55;0
"644";0;1,517;0,117;0;0,187;23,758;45,936;11,308;11,124;6,051;0
"645";0;6,499;0,435;8,594;8,058;19,238;23,653;0;28,189;5,334;0
"646";0;1,114;0,065;0,523;0,188;0,96;89,091;5,887;1,855;0,317;0
"647";0,538;0,638;0,149;1,034;0,751;49,746;19,982;3,708;19,632;3,821;0
"648";0;0,838;0,673;6,422;1,109;16,361;30,452;0;12,078;32,067;0
"649";0;0;0,393;11,699;0,374;25,21;39,346;0;19,2;3,777;0
"650";0,335;3,007;0,148;4,089;1,13;19,725;46,975;14,927;6,67;2,994;0
"651";0,212;41,124;0,562;2,081;1,075;9,754;24,75;0;11,235;9,208;0
