"ages","pollen.Ash","pollen.Beech","pollen.Birch","pollen.Elm","pollen.Hemlock","pollen.Hickory","pollen.Maple","pollen.Oak","pollen.Other_conifer","pollen.Other_hardwood","pollen.Pine","pollen.Poplar","pollen.Spruce"
88,8,14,33,10,22,31,6,308,0,8,122,0,4
